age,annual_income,monthly_debt,requested_loan,loan_term_months,max_loan,approved
51,23307,116,17273,36,24313,1
21,18299,942,31185,24,8851,0
74,19827,417,13109,12,2996,1
27,65245,894,19016,48,85125,1
60,112337,956,5625,24,73497,1
39,38252,856,8029,12,13462,1
61,38679,528,9032,72,73477,0
54,31110,1090,6814,36,23030,1
47,29752,465,12328,36,26839,0
52,23230,350,4913,72,45350,1
20,52070,262,5319,36,54017,1
26,31501,410,6260,60,51101,1
44,41129,339,3434,24,26014,1
62,72738,550,6809,36,76419,1
30,94167,215,7943,72,90000,1
45,31797,93,22183,60,56370,1
49,44424,771,6856,48,58588,1
19,43097,1092,14673,48,48989,1
43,23498,244,11748,12,7774,1
58,53460,251,7738,24,38339,1
65,39466,430,12584,36,35865,1
70,38686,686,8413,60,58657,1
40,56091,203,15732,36,58606,1
64,37398,751,13939,72,66602,1
55,44984,751,5887,12,14822,1
24,37423,497,9567,48,48858,1
45,32977,91,12988,48,49908,1
48,25265,726,3222,48,29122,1
28,22179,155,16131,60,36084,0
34,59433,1077,13077,36,54781,1
18,40744,571,12480,36,39638,1
18,34980,143,12805,36,34660,1
37,32516,128,8870,36,34527,1
41,27020,692,9377,60,37550,1
63,41596,906,22262,72,74777,0
51,68890,1664,18360,36,59438,1
57,30278,311,5975,48,40916,1
61,55956,128,14001,60,90000,1
23,65993,160,10300,36,69499,1
61,19495,618,3798,36,13620,0
37,24297,54,5136,60,42468,1
61,30308,191,1682,36,32352,0
52,45502,158,15163,48,64706,1
30,40837,349,6472,36,39223,1
63,43140,948,3930,24,28558,1
46,49176,621,6252,36,45180,1
23,38284,1252,12059,48,39748,1
65,14947,1370,13136,72,7862,0
31,42377,399,11271,36,39504,1
73,41305,68,15511,60,74041,1
21,17733,469,5846,36,12664,1
38,64014,556,5386,24,41790,0
22,25995,667,7580,36,22113,0
65,40920,180,18549,36,42204,1
60,42985,441,12917,24,25767,1
23,28630,526,5168,48,33733,0
19,56712,1032,12655,60,88096,1
58,27713,443,24680,36,24390,1
41,82813,498,14792,36,87275,1
47,54106,191,9962,36,59666,1
23,47922,501,7401,60,78940,1
66,17218,325,10912,48,20718,1
56,42156,639,9224,48,55349,1
18,58475,165,4285,36,60526,1
43,23793,350,3048,72,43126,0
54,30510,86,6239,60,51298,1
65,44643,532,4852,24,31335,1
29,63057,1082,7444,36,57710,1
69,50274,273,5061,36,53082,0
50,37873,694,16051,72,68873,1
33,55519,468,8446,72,90000,1
58,52801,1457,10250,48,59476,1
64,34598,716,11607,72,61139,0
67,21660,190,9919,36,22536,1
37,69464,403,3876,48,90000,1
53,30769,397,9917,72,56795,1
51,40378,787,6701,36,38000,0
62,23762,279,15358,36,23052,0
68,39655,312,16552,12,12737,1
60,40571,912,3006,36,35006,1
68,23230,228,11184,12,9429,1
39,35290,47,6971,48,49565,1
64,64987,596,9078,48,87423,0
29,59452,1040,18702,36,54872,1
46,39673,379,5200,48,53777,1
74,40923,257,26869,60,69813,1
21,41959,747,18950,36,40150,1
18,45506,484,19420,60,74898,1
27,39896,674,9372,48,49569,1
18,50837,534,9000,24,31797,1
56,30805,438,26488,24,20164,0
20,54753,130,10735,60,90000,1
33,34718,952,24080,36,26504,1
21,30977,343,17840,60,51628,1
47,37085,356,9366,48,48735,1
56,47977,164,8614,60,83371,0
64,29487,147,5483,48,38998,1
73,25959,1510,9337,72,28938,1
71,19962,137,5213,24,11286,1
68,31660,1289,15678,24,13978,1
34,50988,928,6007,36,46927,1
21,31005,63,21180,36,31771,1
21,32503,218,13059,12,14628,1
44,36550,678,17935,60,54887,1
65,31310,1084,9695,36,23075,0
21,17840,509,9911,48,23787,1
38,27426,178,9991,60,47226,1
69,82787,481,18319,24,59014,1
73,100891,1059,24668,36,90000,1
65,24369,602,6550,60,37172,1
39,55611,318,6426,36,55304,1
38,20059,397,12225,24,15955,1
71,23132,1280,5404,24,6912,1
67,40403,566,5315,36,40268,1
50,28132,697,12969,72,49055,1
18,58777,78,10871,48,82063,1
63,111686,82,12549,12,38470,0
73,51893,448,6473,48,70968,0
29,55011,301,6967,48,76314,1
74,40626,512,4048,12,11465,1
36,21654,98,13059,48,30355,1
69,26562,1172,6846,24,11081,1
22,56644,81,15983,60,90000,1
21,22747,604,19391,60,33225,0
75,36528,63,3682,36,38910,1
21,21784,590,8086,36,19937,0
18,72955,253,8477,72,90000,0
20,53399,1050,7312,48,65921,1
25,19824,310,3011,48,25645,0
30,22787,78,9795,48,29673,1
43,21255,359,16320,36,16670,1
23,40169,1157,23246,60,56035,1
70,18234,274,16628,48,22705,1
32,57013,927,15249,60,90000,1
50,29271,276,9637,48,38298,1
54,32954,213,6409,36,32542,0
26,36856,330,4880,60,58828,1
55,35903,92,7943,36,40229,1
35,19687,593,28359,48,21539,1
48,54196,717,6642,12,17568,1
34,28790,235,6276,24,20913,1
50,39746,407,13184,24,27069,1
60,22252,405,11236,12,6092,1
35,36564,170,7754,24,23276,1
66,41246,419,12035,48,56130,1
28,44903,1464,9825,36,34363,1
19,39596,955,13159,72,68504,1
46,45531,692,8920,48,59533,1
74,63761,981,6967,48,79387,1
36,53539,698,14290,48,69409,0
40,43513,600,8905,60,69512,1
74,38616,556,24408,60,59957,1
53,14091,722,2916,36,8448,0
52,32322,830,9810,72,56146,1
52,34178,333,5955,36,30202,0
52,42537,793,28121,36,39742,1
41,36901,226,16060,24,25996,1
69,33865,508,9130,48,40462,1
36,15554,410,14854,48,14682,0
44,31798,1678,4135,36,21202,0
39,25310,312,19374,36,22877,1
53,52212,641,11706,60,85979,1
18,34738,374,5526,36,33901,1
21,37944,733,4660,36,32565,1
45,35451,863,11150,24,20339,0
49,26885,66,8545,48,34952,0
66,22230,524,6276,24,14254,1
58,40614,195,37775,24,27219,1
56,17704,501,13982,48,17444,1
58,24431,364,9935,72,49326,0
45,27687,406,5676,60,42975,1
68,28142,725,9463,60,36981,0
34,39330,449,19007,24,27624,0
22,25803,223,18002,72,49950,1
75,24162,928,10967,24,11775,0
38,18939,500,9315,12,5637,1
68,40903,280,9940,36,39685,1
54,14129,590,5353,48,13729,0
61,18865,1629,26480,48,9586,0
74,26456,883,4825,12,8079,1
59,31218,141,11471,24,20088,1
20,18680,134,6580,24,11975,1
34,39828,530,7913,48,53212,1
19,51535,204,22028,36,53375,1
27,21325,1410,4058,60,14598,0
71,38278,886,8297,60,55157,1
39,49121,235,9047,72,90000,1
49,48245,278,19866,48,68388,1
31,44753,221,20742,60,78369,0
30,69207,690,10983,60,90000,0
62,13762,504,7479,36,11102,1
46,39610,1014,12537,24,23966,1
21,42566,358,5098,36,40369,1
37,43078,1949,15710,36,30883,1
63,20130,973,9813,36,12612,0
56,46288,257,6787,12,14436,1
69,27627,713,11233,60,37953,0
20,33806,98,7599,72,70888,1
35,26817,1036,4787,36,18367,1
33,42562,1386,17678,48,45423,0
56,20980,141,21919,60,32735,1
60,49309,632,11483,48,63098,1
55,36900,212,6308,24,25381,1
26,74726,891,9232,60,90000,1
41,23224,99,6413,36,22833,1
46,39132,634,24898,24,24024,1
29,78520,1407,17034,48,90000,1
73,14856,469,15621,36,10231,1
47,25408,663,4552,72,43180,1
47,37345,420,9458,60,57941,1
68,46438,331,7850,72,90000,1
70,20406,245,22238,60,33230,1
26,31458,578,12552,24,19942,1
22,17890,686,4014,36,15592,1
24,22320,992,8505,24,7977,0
20,26020,586,24625,48,29483,1
57,32990,540,16930,24,21193,0
35,43759,213,7517,24,31105,1
34,21650,1075,13182,48,21235,1
45,42222,1473,10791,48,41906,1
68,43986,127,8697,36,47495,1
66,49260,540,11422,36,49471,1
40,33738,507,3132,24,22194,0
74,16275,186,15122,48,21320,1
30,15157,246,4820,36,13198,1
44,22849,84,16383,12,6874,1
61,29569,329,22442,36,30833,1
48,64862,192,6808,36,68328,1
75,31294,297,14831,60,51613,1
25,74960,114,22080,24,56660,1
64,34667,673,20653,60,51292,1
45,62224,412,14411,36,62083,1
72,38218,503,14233,48,47790,1
49,36453,82,16563,36,40362,1
48,39155,539,12730,12,11902,1
63,24704,270,12367,48,31766,1
55,50293,41,21513,48,71368,1
53,48266,253,12290,60,84743,1
24,24795,839,10693,48,26603,1
51,22135,171,21178,48,28659,1
18,21582,291,7118,36,21825,1
46,26293,189,22654,48,34551,1
32,18826,119,7590,12,6300,0
51,58781,298,15227,60,90000,1
22,28198,653,25242,72,47938,1
51,34650,277,9344,48,44964,1
63,22340,761,8828,36,14184,1
38,27352,193,24588,60,47175,1
31,18230,330,25110,48,20253,1
23,54950,440,3296,36,52862,1
18,24550,640,12062,36,22750,1
28,18536,805,8482,60,23257,0
22,41186,465,14521,24,27379,0
67,38820,277,25797,48,54535,1
56,15618,472,3644,48,18978,1
51,37560,987,5556,60,54561,1
35,51416,309,5076,60,89686,1
23,56636,1362,11897,48,65376,1
58,35278,356,14662,60,60378,1
20,54726,1013,5137,60,82049,1
60,26562,921,11680,12,8647,1
68,56235,777,14236,72,90000,1
72,25742,611,3475,60,35035,1
46,44538,935,2574,24,24744,1
74,18355,288,12657,48,26035,1
31,31555,596,11089,48,37433,0
61,57934,503,13012,36,59649,1
49,23646,152,10137,36,24407,1
20,44214,471,31433,72,83328,1
31,28192,178,7367,48,38198,1
65,48239,347,4558,36,48840,1
38,27600,244,5419,24,20154,1
48,23496,1559,10435,36,10086,0
38,34576,194,23748,60,60322,1
22,44201,432,5045,36,42938,0
62,44566,28,7967,12,10587,1
59,42563,145,10155,24,30260,1
34,39134,1056,18643,36,33086,1
50,46970,776,6324,72,86903,0
70,53900,426,20551,48,72537,1
64,27038,105,12331,60,46967,1
66,28891,233,19538,36,33503,1
71,46157,509,21897,24,31220,1
21,26709,1189,14593,24,10803,0
48,57409,606,7088,48,78964,1
52,26398,951,9508,60,31400,1
64,54410,289,6030,60,90000,1
18,28752,512,3575,48,33857,0
68,16508,108,13657,48,24862,1
56,46014,488,5932,72,90000,0
43,26427,1660,8317,48,17550,0
68,43707,524,22167,24,27804,1
31,44860,940,8114,48,55503,1
22,20663,557,14870,12,4371,1
24,86080,83,9242,48,90000,1
45,35328,157,5721,36,36590,1
41,29571,715,4738,48,34797,1
20,14180,522,4907,60,16224,1
75,26881,650,18556,24,13254,0
67,27559,314,11258,12,8602,1
58,14458,637,14131,48,11666,0
68,24956,397,18509,72,46213,1
45,15430,1097,5616,36,6428,0
70,67521,509,5802,36,67865,1
27,43750,753,6314,60,69349,0
68,24042,102,16867,72,51762,0
54,55604,814,8232,48,70967,1
21,37651,1019,18988,24,21163,1
68,67496,160,15416,12,21259,0
67,20629,353,4370,60,32644,1
24,37904,521,6922,12,14509,1
20,13000,1138,4413,24,4851,0
53,52645,303,23610,24,36299,1
33,47340,58,17298,24,36282,1
31,53466,359,2995,24,37134,1
22,33856,792,16546,48,36537,0
29,21766,1323,18999,12,6340,0
73,30370,535,6311,36,25373,1
24,13392,364,16116,60,15020,0
24,45990,619,6304,24,26466,1
21,22744,470,9820,48,27544,1
52,18601,362,12672,12,4553,1
35,27468,782,12805,72,43516,0
19,30935,501,8697,24,18452,1
47,65041,560,14934,36,64396,1
24,18625,562,10730,12,8042,1
48,30028,828,8041,48,33028,0
25,41397,267,9046,48,57709,1
54,72376,420,6824,60,90000,1
53,55838,264,13267,72,90000,1
46,50109,690,10770,36,48450,0
20,29024,209,6040,36,31935,1
24,42783,123,3570,36,44135,0
18,44100,772,20885,36,42299,1
26,31546,76,20160,36,34098,1
44,26195,97,9385,48,37995,0
41,50469,468,3625,48,66134,1
57,56294,567,19379,24,37055,1
57,30473,108,8358,12,10801,0
30,18720,333,7771,48,23778,1
19,24113,833,8315,36,21323,1
32,37677,120,4880,60,65160,1
70,19987,725,9885,48,19062,0
24,31911,728,5744,36,26688,1
55,37535,201,8703,12,12856,1
23,31488,344,9209,12,9391,1
64,17883,644,7187,36,14351,0
37,27049,712,11863,36,21501,1
72,38793,1172,10753,60,52643,1
24,23910,96,42625,36,22477,0
51,49669,227,5689,48,68910,1
54,27082,866,16234,72,42333,0
28,19925,367,6324,24,11250,1
48,71134,75,5201,72,90000,1
21,20298,161,13029,36,18937,1
19,23084,1206,5850,60,22224,1
48,27395,634,8798,48,30485,1
32,24610,499,13228,24,15264,1
23,36953,2010,6888,24,13832,1
30,20675,845,6460,36,15163,1
56,18006,88,7365,36,18535,1
68,42636,939,8397,36,35460,1
34,47510,170,9778,36,49361,1
47,53464,370,7904,36,57284,1
48,24648,536,14162,60,38415,0
20,70556,205,9324,36,76408,1
36,28657,619,7318,60,46369,1
24,29494,415,27569,12,10438,0
66,32478,1367,18970,48,27258,1
30,32393,1822,3591,12,2872,0
27,74764,503,7438,48,90000,1
71,23287,433,7705,36,22005,1
68,47098,137,24306,48,65510,1
48,32779,140,10237,24,23494,1
49,74585,638,9366,24,47335,1
47,56029,153,11948,12,19418,1
37,35778,241,12676,36,35498,1
32,58143,634,9480,36,53956,1
43,63277,132,7941,60,90000,1
49,34087,619,5756,36,28396,1
73,48809,1298,16829,12,12155,0
20,30157,608,9591,48,39158,0
49,33302,323,12443,36,33801,1
65,19343,744,2916,36,12343,1
25,27755,751,9983,60,42763,1
41,31559,444,8704,36,30464,1
65,28701,241,16727,24,20729,1
69,29586,88,7030,72,64324,1
59,34365,606,11496,36,33123,1
62,28145,725,8552,48,31402,0
28,28633,707,6970,60,42128,1
58,44514,635,7316,12,15748,1
47,59609,348,37357,36,58206,1
18,30478,689,16472,48,32427,0
74,44876,526,5675,36,43199,1
33,22890,176,9199,24,12927,1
64,61815,353,14471,12,20486,1
46,60410,412,7712,60,90000,0
50,18944,674,5446,48,19988,0
24,15116,152,27898,60,25427,1
74,33775,737,10476,24,17695,1
28,28238,408,8066,24,16005,1
57,16668,765,4456,36,11303,1
64,29677,721,16825,36,25716,1
24,49620,494,4128,60,85350,0
55,36276,226,6716,48,47646,1
59,23390,170,5366,12,6864,1
68,29735,237,18180,36,29952,1
23,31480,998,14514,48,31268,0
66,66634,154,9584,24,47358,1
46,13783,705,7575,48,8954,0
71,19461,973,9354,60,21461,0
47,32389,1148,15372,24,19004,1
47,34115,17,14185,12,14271,1
39,29464,206,8474,36,28112,1
68,52652,1094,4500,60,77393,0
48,55552,1094,10099,60,79909,1
22,23034,602,8004,24,9398,0
48,31765,603,30679,60,49409,1
28,65050,181,5842,72,90000,1
19,36682,315,10690,60,61315,1
38,48724,223,17022,48,68984,1
26,64211,247,18115,36,68248,1
24,35934,217,7454,60,61085,1
31,23464,1430,2468,36,13336,1
19,24919,183,24159,36,27851,1
30,18463,1130,11868,24,3460,0
27,46931,695,15260,60,76158,0
55,43252,510,15959,24,29583,0
32,49988,1588,12542,36,39001,0
64,60312,250,3753,36,64045,1
38,18903,228,11364,60,30212,1
59,27628,441,15960,60,43988,0
62,54527,891,15590,60,87556,1
36,55451,217,9633,48,76866,1
68,18463,513,8507,36,15284,1
56,49551,392,29777,36,50769,1
38,56245,393,9438,48,79711,1
66,25108,438,8711,60,37110,1
49,30624,323,23944,36,31257,1
71,39436,419,16534,72,76700,1
70,71626,289,7859,36,75834,1
41,55741,488,12910,60,90000,1
41,46132,714,16996,48,55291,1
28,37963,131,17348,60,68689,1
45,28058,919,15844,48,28092,0
50,52851,98,11288,36,55715,1
68,25439,382,13417,48,30517,1
47,15085,355,22755,48,19084,0
18,30735,232,10113,48,42105,1
66,36933,172,8254,36,42526,0
73,35697,1177,20718,36,27966,0
19,24316,391,26680,36,22762,1
71,32813,126,6732,24,23682,1
42,37100,605,27222,36,36912,1
70,17667,437,14114,72,31042,0
64,43214,232,10005,48,57669,1
48,27477,575,16111,60,41943,0
33,50245,665,15572,36,45489,0
19,24674,558,6026,36,21576,1
70,40154,235,5953,12,15416,1
51,33114,128,9721,36,36531,1
43,76748,213,2950,60,90000,1
37,22010,517,17318,36,20336,0
32,50112,353,9588,48,67074,0
74,14913,437,8695,48,15344,0
70,32536,580,10921,36,28708,0
21,16057,243,12046,72,29692,1
50,43553,269,11786,12,15645,1
41,19175,930,30232,60,17578,0
39,21483,491,5179,36,20137,0
24,16082,347,6859,24,7823,1
38,29733,1240,14645,36,21188,0
58,60857,542,2490,36,60615,1
21,36520,1555,5697,36,23096,1
73,19030,134,17665,36,17358,0
36,18942,458,7075,36,16539,1
26,47527,591,11590,48,61817,1
49,38937,506,8747,48,47892,1
43,49810,678,6106,48,60761,1
30,42724,407,32335,48,59600,1
23,30174,147,12794,24,18131,1
56,30712,980,9645,60,40238,1
33,41062,373,11233,36,40867,0
29,21466,387,13625,72,39486,1
64,25143,226,11472,60,43830,1
25,23397,265,7633,48,30410,1
52,71560,251,3689,36,74509,1
66,52192,91,8485,24,35827,1
46,35190,334,12462,36,35256,1
22,48415,461,15937,48,65401,1
69,34101,1016,15835,36,26939,1
49,28136,346,5624,48,36640,1
60,31648,469,21569,60,48193,1
65,51275,983,8901,48,62207,1
33,17636,930,3847,60,18449,1
46,31490,482,4993,24,20697,1
19,23558,370,4338,36,24487,1
71,25534,833,16129,48,28844,1
58,27933,126,7577,72,59023,1
46,36118,549,19207,60,56361,1
24,57965,637,6073,24,37483,0
24,58263,933,11075,72,90000,1
53,36380,208,15871,24,24410,1
44,46503,218,5295,36,46705,1
32,32298,72,10567,72,66918,1
67,53600,181,17700,48,79403,1
74,28622,228,6462,36,31310,1
39,18469,312,7583,48,21056,1
29,33057,656,37255,24,18257,0
59,49127,570,9354,36,48459,1
73,21511,235,10094,36,25167,1
38,30697,1179,14045,24,12739,0
39,23989,59,7884,48,34671,1
41,42026,96,13993,12,14212,1
35,29720,517,23758,24,21700,0
71,31998,316,13093,24,18637,0
32,19853,905,8665,24,9966,1
23,62518,447,28343,36,63347,1
59,22448,471,23720,36,19601,1
56,62881,378,8226,36,64949,0
61,40229,176,14586,24,29389,1
20,16712,567,6734,48,17513,1
48,25046,570,8303,48,31587,0
40,31439,544,7951,36,30854,1
61,79279,506,14348,48,90000,1
43,64492,270,9718,60,90000,1
48,27702,255,9918,36,23693,1
37,62621,508,15648,72,90000,0
24,33130,626,9351,36,30518,0
75,54730,525,11804,36,54311,0
62,20005,550,7502,48,23136,1
65,17506,378,24594,12,5171,0
35,83472,444,16083,60,90000,1
33,32533,282,4305,48,43124,1
28,30927,61,13106,60,56880,1
64,22829,251,12296,12,6560,1
49,27952,334,14122,24,18824,1
66,58364,1014,23571,36,53907,1
44,19285,353,7333,48,24269,1
25,35742,625,11370,24,21776,0
18,35483,312,10184,12,10219,1
32,38065,658,14725,36,36435,1
42,41761,332,25433,48,57456,0
29,33612,714,4533,36,28493,1
73,43947,275,13904,36,44611,1
51,38625,111,13164,48,52045,0
45,41036,919,30997,48,45760,0
73,22622,333,7342,60,34989,1
63,47321,1176,2646,24,29344,1
71,40602,188,12379,36,39149,1
30,52477,933,17586,12,16442,0
23,55136,1586,13172,36,45071,1
71,52800,626,12488,48,66909,1
33,35728,831,6333,60,53500,1
48,24131,400,5923,48,26518,1
55,31740,800,10649,24,19395,0
28,50709,845,11220,24,29413,1
60,33490,433,3362,48,43152,1
67,67632,785,4469,72,90000,1
56,43219,613,7619,72,81460,1
47,26677,247,20116,36,28749,1
33,35565,156,25787,24,21836,1
44,41841,959,9652,24,28137,1
44,31215,829,10806,72,52346,1
20,40129,624,8123,72,73082,1
47,34255,147,16025,36,38410,1
57,49869,409,7619,48,68886,1
32,44553,212,11217,60,77032,0
72,40092,842,2917,36,33548,0
30,19988,857,22487,24,8257,0
22,27918,499,4984,36,25849,1
51,17316,1611,9893,60,4779,0
50,43983,589,12632,72,83029,1
44,43837,40,4504,36,44235,1
32,33457,161,11354,72,69707,1
45,45684,305,9613,36,49312,1
43,42530,1251,3925,60,57708,1
33,25010,701,14096,48,25841,1
75,49990,316,10543,48,69528,1
34,52285,110,7651,24,33362,1
52,81713,1470,9166,24,51413,0
54,27799,1173,4990,24,11881,1
25,21528,1541,14145,48,12734,1
29,20962,752,5793,72,32195,1
20,19590,132,6146,48,28404,1
66,46484,338,6658,36,48666,1
40,36206,287,12060,48,47043,1
57,47025,900,28879,48,59604,1
18,20157,1294,6213,24,4986,0
51,30540,417,10116,60,49870,1
33,43956,731,14762,36,39448,0
47,60530,131,4034,24,46565,1
53,46437,1316,21153,36,38104,1
70,19745,426,7312,60,29362,1
68,45800,1020,3648,24,24917,1
60,35592,66,5974,60,61796,1
25,34848,618,5484,24,22987,1
36,35365,1645,5573,24,15985,1
59,37086,78,19804,36,40442,1
47,28081,854,2566,48,31962,1
25,27055,640,6464,48,32722,1
51,34581,405,24686,60,56346,0
34,23794,209,19596,24,14465,1
56,36671,175,4310,24,28655,0
65,42315,95,3782,36,42953,1
69,37232,155,11738,60,63626,1
70,13273,412,30370,48,16673,1
32,28161,801,32378,12,10260,1
70,53793,283,18710,36,58110,1
52,46273,389,12336,48,60906,1
33,29181,313,7678,60,46225,1
36,38930,127,13297,60,67855,1
30,67642,153,9789,60,90000,1
72,36655,912,26266,48,39862,1
19,21185,475,8252,48,25354,0
60,39440,901,8144,24,23689,1
62,37209,618,25696,48,45000,1
50,56545,398,8501,60,90000,1
57,27473,485,3800,36,24095,1
31,39506,956,8071,60,55203,1
59,37278,743,5212,12,11955,1
33,25503,216,9134,60,44114,0
43,35315,200,8178,36,33542,1
49,27357,155,17089,24,18746,0
45,41496,241,22978,60,70671,1
74,23045,496,5596,24,13417,1
38,21217,581,22890,60,27023,0
19,46828,577,14902,48,61809,1
70,59218,111,17696,60,90000,1
35,39588,293,11041,24,26900,1
44,43837,631,6400,36,38600,1
65,34265,460,12141,60,53072,1
23,36146,799,9778,36,30808,1
60,17326,160,10398,36,18492,1
38,32991,307,10456,60,52524,1
31,37331,635,9534,24,21702,1
43,37229,181,4981,12,13670,1
65,26778,374,16545,48,32643,0
30,21241,500,7269,36,19785,0
70,41816,260,3974,36,45342,1
35,77469,379,8121,48,90000,1
38,36111,333,10863,36,36501,1
18,66787,129,10714,72,90000,0
37,21160,587,12327,36,15224,1
66,31395,163,41597,36,31013,0
21,41199,1302,15837,72,64628,1
50,74231,771,20589,60,90000,1
60,53941,215,11187,24,40259,1
49,42926,390,17501,24,26805,1
64,30048,620,25475,12,10129,0
68,25024,139,8283,36,23918,1
37,42678,182,13553,24,30234,1
36,46320,1295,17809,12,11380,1
51,47207,562,17173,12,13835,1
20,45089,745,5676,36,42300,1
70,58378,414,7071,24,38231,1
23,23630,606,19147,48,27012,1
47,32519,543,9464,36,30790,1
42,25286,558,11833,48,30432,1
21,14432,345,14715,36,14182,1
46,28157,407,5755,48,36276,0
21,47560,242,16403,36,49177,1
48,18145,687,23904,36,15238,0
19,23022,62,14909,36,22107,1
73,55882,768,13597,48,73248,1
36,31263,596,9395,36,29885,1
41,32382,426,19128,48,38586,1
53,63219,276,3829,60,90000,0
18,64079,443,7758,60,90000,1
75,35617,670,12828,48,43061,0
52,20121,1403,8987,36,8059,0
56,14228,517,6346,60,17666,1
20,40426,1280,8197,24,23901,0
18,48128,430,6973,60,81025,1
33,75614,864,4491,48,90000,1
46,39910,147,23197,60,69158,1
59,56778,498,6259,24,36274,1
57,33556,252,9218,48,44393,1
29,29438,214,11282,48,37562,1
20,28735,1180,7942,48,26247,1
51,46715,103,9836,36,49638,0
55,35030,201,5885,12,12779,0
71,36940,229,22960,48,49225,1
62,69875,191,48883,36,74405,1
62,49920,1224,13146,24,27823,1
71,38486,369,26853,48,47372,0
49,94485,589,21340,36,90000,1
63,44777,212,3160,36,49943,1
71,63918,335,7249,36,68106,1
18,29148,882,19879,36,22835,1
64,53433,340,12619,48,74775,1
68,30026,970,13858,60,42105,1
52,22472,135,10378,36,21131,1
27,14121,36,30105,60,24887,1
61,34728,502,11424,24,22339,0
42,26318,1042,6625,36,20993,1
63,33231,706,3923,12,8753,1
57,29030,212,7390,24,20523,1
72,57658,460,21553,24,39529,1
18,25229,673,4901,72,39507,1
49,31332,391,25207,72,59221,0
23,32538,155,24265,24,22221,1
46,17783,750,23965,60,20731,0
27,42393,127,13993,48,59994,1
72,57699,187,8686,60,90000,0
46,22059,1158,6155,48,18644,1
22,37833,1027,7962,36,33887,1
29,26985,384,6786,48,33008,0
27,36975,214,3621,24,26323,1
49,20914,296,8650,24,13559,1
53,20674,487,17031,36,17701,1
26,17765,442,11201,36,14708,1
68,43764,463,3795,36,43707,1
64,49938,770,24889,36,47266,1
68,39380,769,2442,36,36917,1
19,45333,353,9362,48,60293,1
54,32440,1475,8818,36,21778,0
56,41886,67,11088,36,40991,1
68,76074,1090,14363,48,90000,1
73,40339,537,12667,12,12157,1
28,24843,75,11006,24,17462,1
54,32198,529,4629,24,21169,1
24,66484,668,10595,36,65873,1
62,46808,1094,7499,60,65313,1
28,57005,709,8039,36,59612,1
21,28042,718,6753,36,26285,1
41,46403,583,7634,12,18050,1
63,41435,503,10306,36,38288,1
74,61733,124,10644,48,87654,1
32,28451,822,32102,12,8444,1
31,40152,96,8181,48,57118,1
18,25693,443,24271,36,23640,1
25,28657,578,21390,12,9710,1
57,34135,600,25464,48,42763,1
68,36650,397,11610,24,22211,1
33,23512,350,38951,24,13134,1
28,28337,365,8634,24,16029,0
50,13000,280,12221,12,5412,1
40,37021,646,7567,24,21992,1
44,17869,365,5747,36,14150,1
43,48979,233,5303,72,90000,0
57,32267,763,4540,72,56660,1
21,27765,209,4088,24,20216,1
25,24280,410,13429,60,39740,1
27,49651,206,17896,48,69799,1
44,22073,542,31524,48,25181,0
62,84452,171,10491,48,90000,0
75,33709,554,2186,48,42503,1
43,28224,117,9484,24,19364,1
35,23874,355,8447,24,15594,0
36,44629,500,34190,24,29027,0
67,25795,321,8382,48,32410,1
69,59786,149,10201,36,59629,1
73,31974,1572,28158,36,22353,0
22,23935,181,3296,24,15857,1
49,48876,207,6319,36,48777,1
58,58245,381,7881,48,79392,0
23,29635,170,9780,60,48536,1
62,26637,198,8048,24,18943,1
29,46610,163,8004,48,68968,1
21,36983,1169,10213,24,19971,1
18,25778,169,18658,60,41686,1
57,17524,73,7551,36,15368,1
18,42231,722,12256,48,51754,0
62,53777,255,11034,36,57977,1
41,48219,159,36034,72,90000,1
46,35150,230,4389,48,46404,1
32,25281,404,5232,60,40998,1
69,50347,634,13001,12,15502,1
72,65403,460,28716,48,89351,1
51,67187,130,12272,72,90000,1
51,19701,753,2670,24,10537,0
64,37954,123,8085,36,42220,0
57,23563,981,11934,60,26856,0
24,36150,1324,11138,48,38228,1
58,13000,391,21775,24,7349,1
22,46896,430,3881,72,90000,1
51,31323,304,6967,24,20565,1
22,37892,394,12280,24,24131,1
25,19936,472,13931,36,15353,1
45,51159,578,11425,36,47443,0
54,33767,1491,11338,24,16892,1
71,38273,222,8633,36,39902,1
35,51236,392,12916,48,64546,1
37,42526,243,7370,60,69275,1
72,22627,245,11983,48,30476,1
27,36549,346,6677,60,59614,1
29,31478,434,9294,36,34003,0
40,35902,679,5086,24,20673,1
56,46408,642,4087,24,29411,1
28,72907,320,10138,60,90000,1
48,46813,391,29168,36,48368,1
36,23991,886,12825,48,26206,1
27,67037,146,9536,24,48566,1
19,38781,143,8559,48,54421,1
50,43982,539,13904,12,13383,0
69,47306,332,36672,60,82844,1
21,34020,93,7051,24,24254,0
31,57941,231,14203,36,60884,1
25,30720,112,14035,72,66042,1
38,34637,239,12552,24,21744,1
67,20364,521,7082,72,31950,1
66,23509,854,5476,60,32031,0
63,35012,618,13237,36,34503,1
67,54242,954,17163,60,83100,1
19,54662,105,21148,36,57702,1
74,58547,1315,5379,36,50841,1
37,39097,153,14374,60,63482,1
70,38797,367,12166,60,64067,1
70,69459,179,21522,60,90000,0
32,16011,129,17115,24,10174,1
42,52782,207,6769,36,57339,1
28,26952,235,10181,24,16884,1
27,23721,260,8423,36,22872,1
29,54920,155,40654,72,90000,1
