age,annual_income,monthly_debt,avg_monthly_balance,overdraft_usage,approved
41,25460,245,1016,0.086,1
57,18124,29,313,0.136,1
57,13120,391,1741,0.958,0
30,19421,405,1194,0.092,1
19,20876,107,825,0.248,1
32,24694,83,1132,0.0,1
70,24207,192,-100,0.066,0
24,12751,360,348,0.704,1
55,20707,204,1005,0.426,1
23,21895,365,1369,0.174,1
64,21940,1076,794,0.161,0
37,12057,559,43,0.267,1
72,19819,1422,168,0.22,0
24,28316,532,190,0.678,1
51,16612,307,633,0.25,0
54,21830,379,1538,0.127,1
28,42925,63,3014,0.048,1
48,9000,257,163,0.296,0
21,27094,241,291,0.025,1
19,36034,690,632,0.3,0
48,30026,483,2306,0.197,1
32,32576,586,839,0.017,1
23,55697,713,318,0.11,1
30,26055,518,2054,0.173,1
56,66432,396,2456,0.386,1
68,36494,488,2672,0.074,1
34,21282,645,1382,0.384,1
47,53716,1098,-678,0.461,0
48,24337,831,-808,0.278,0
20,41359,83,2586,0.042,1
36,46445,163,2362,0.155,1
24,20762,509,-32,0.0,0
66,61674,466,2308,0.249,1
30,36371,177,1446,0.426,1
27,35225,190,1810,0.196,1
71,20013,493,193,0.278,1
68,15295,739,490,0.461,1
48,28270,447,351,0.237,1
49,43656,495,2098,0.119,1
47,37984,44,1611,0.265,1
37,89944,92,2756,0.329,1
32,23892,698,2221,0.178,1
43,47320,623,828,0.205,1
49,26865,288,2005,0.07,1
73,35478,563,2017,0.333,1
20,24879,338,1899,0.209,1
49,46220,100,2308,0.125,1
65,33033,151,1116,0.184,1
25,29783,654,829,0.407,1
41,18821,1106,603,0.068,0
65,27824,405,1339,0.22,1
69,41525,1215,718,0.036,1
59,28012,893,1057,0.0,1
62,43060,372,1630,0.254,1
28,22096,155,2945,0.431,1
58,30587,122,374,0.319,1
47,16932,648,920,0.359,1
18,31118,349,1106,0.206,1
74,36493,488,2071,0.283,1
33,16647,389,730,0.142,1
64,40485,708,662,0.424,1
46,38693,367,1635,0.304,1
50,18640,554,1579,0.062,1
24,28889,502,565,0.0,1
74,20371,602,-106,0.37,1
28,27781,161,3637,0.199,1
57,45587,1379,2039,0.029,1
64,26997,315,-679,0.1,0
24,41807,619,1388,0.275,1
55,42222,1054,2288,0.382,1
59,21228,1067,457,0.153,0
68,51807,994,-208,0.487,1
23,26494,243,1441,0.192,1
66,26342,258,3292,0.132,0
46,18986,1015,37,0.0,0
71,15428,936,1101,0.6,1
47,26485,108,1065,0.136,1
47,70805,100,3874,0.099,1
39,14089,365,376,0.332,1
68,23509,148,2009,0.082,1
48,24386,551,2152,0.494,0
22,34837,241,2554,0.0,0
48,36036,197,1193,0.02,1
28,34432,254,1443,0.51,1
19,13965,312,649,0.09,0
38,19934,234,583,0.145,1
26,25220,169,157,0.032,1
24,20498,386,148,0.506,0
31,31490,207,883,0.538,1
19,27928,251,105,0.314,1
30,48160,844,1387,0.407,1
27,44334,969,1771,0.284,0
55,34724,452,3222,0.143,1
32,33957,723,1511,0.57,0
64,20383,1509,589,0.096,0
38,29029,257,2664,0.079,1
59,12133,326,357,0.075,1
62,15700,379,2205,0.183,1
36,23379,426,482,0.004,1
68,35649,156,1578,0.539,1
56,16772,117,1036,0.241,1
38,28471,502,-362,0.346,1
66,9000,335,1026,0.071,1
49,32077,432,855,0.149,1
71,23535,746,1453,0.623,0
70,11431,56,198,0.088,1
41,21362,149,1034,0.308,1
41,19464,341,1202,0.316,1
28,33629,371,2175,0.38,1
45,35557,143,1411,0.0,1
50,40926,706,2771,0.137,0
68,27111,218,687,0.233,1
47,42366,98,2177,0.0,1
18,25240,638,1664,0.075,1
66,34621,328,1009,0.21,1
73,23829,647,882,0.162,1
19,28931,427,2945,0.446,1
71,25625,268,1204,0.287,1
42,59132,166,3439,0.458,1
70,23887,426,361,0.553,1
64,30673,289,633,0.443,0
48,27724,254,1064,0.239,1
33,38736,160,2753,0.109,1
19,43200,25,2293,0.205,1
70,36220,660,1661,0.273,0
51,30208,180,2831,0.111,1
43,32338,120,403,0.216,1
37,20971,745,1821,0.015,1
32,25379,424,258,0.33,1
74,28961,387,2405,0.091,1
70,18451,478,2264,0.093,1
21,39033,891,1367,0.133,1
50,36918,311,746,0.141,1
41,18865,291,-235,0.017,1
39,19329,301,3814,0.112,0
24,35079,68,1908,0.082,0
38,16684,204,871,0.467,1
58,48568,1592,2649,0.144,0
21,40800,678,1780,0.049,1
73,38831,159,2828,0.284,1
36,17340,883,1044,0.628,0
26,28269,119,1741,0.0,1
49,22196,1120,707,0.129,1
43,29411,743,1275,0.009,1
30,22913,1376,674,0.516,0
23,39745,518,-12,0.303,1
56,15533,217,879,0.238,1
33,14444,381,1031,0.099,1
29,25050,131,2630,0.326,1
64,65495,58,173,0.392,1
25,15133,1303,1946,0.514,0
52,20407,402,-645,0.364,1
66,20835,504,427,0.07,1
46,89905,178,2047,0.14,1
22,30408,338,643,0.572,1
69,18650,523,192,0.096,1
49,49518,327,551,0.076,1
60,24096,595,28,0.417,1
65,37454,413,1726,0.343,1
33,62937,511,1535,0.121,1
46,24500,425,1181,0.141,1
19,21686,467,454,0.341,1
71,44177,601,1681,0.022,1
58,26297,548,700,0.225,1
46,14588,577,513,0.0,0
24,35471,539,534,0.365,1
24,13126,312,1238,0.184,1
53,27182,279,1410,0.058,1
44,57092,200,2647,0.135,1
32,57252,190,929,0.085,1
67,14552,239,396,0.556,1
74,25343,589,1749,0.428,1
39,27425,320,1489,0.0,1
29,23904,324,1349,0.263,1
59,88250,404,1917,0.097,1
73,13977,424,795,0.053,0
38,25492,182,2499,0.0,1
39,22113,141,1580,0.268,1
41,38044,1039,393,0.113,0
35,43077,354,1372,0.0,1
71,23663,116,2960,0.421,1
32,28364,121,2000,0.301,1
23,48434,692,3085,0.436,1
59,36861,754,1768,0.148,1
56,45646,376,1625,0.027,1
61,32893,339,1172,0.226,1
20,27696,2151,196,0.73,0
48,60893,94,1446,0.0,1
40,52433,268,3382,0.218,1
61,14389,196,653,0.16,1
43,24778,302,1052,0.247,1
48,27423,1169,1692,0.22,0
37,22038,94,399,0.179,1
24,46645,938,12,0.396,0
75,36780,1146,-1500,0.145,0
62,30106,179,941,0.227,1
65,51677,450,1128,0.571,1
35,24846,484,1130,0.085,1
33,34045,971,1911,0.106,0
28,24808,911,804,0.189,1
64,18965,502,231,0.009,1
49,28595,178,1360,0.283,1
66,28092,110,1393,0.33,1
44,62888,990,1937,0.02,1
25,23721,237,1095,0.235,1
18,26942,330,1962,0.69,1
32,22941,485,1970,0.237,1
42,11734,269,2511,0.129,1
29,25505,267,-178,0.322,1
73,22263,164,1756,0.433,1
51,24370,1235,635,0.107,0
45,46470,691,2465,0.337,1
73,41285,274,1124,0.0,1
63,28650,64,1445,0.187,1
71,18249,714,1712,0.243,0
30,12374,71,1213,0.584,1
23,26557,191,1760,0.213,1
71,29741,317,1219,0.166,1
33,33009,113,1470,0.273,1
48,18825,1088,429,0.161,1
55,35495,1210,770,0.277,0
28,23842,589,2020,0.0,1
60,33132,218,-868,0.057,1
67,45297,178,398,0.079,1
56,27287,83,1440,0.059,1
47,60387,61,1758,0.172,1
33,30045,310,1078,0.291,1
44,31553,834,1524,0.255,1
44,18351,51,1879,0.309,1
20,29567,502,1126,0.0,1
47,34375,358,1201,0.006,1
57,29051,601,3137,0.279,1
32,26163,329,769,0.547,1
72,45741,370,2227,0.176,1
30,20387,668,-574,0.266,1
22,15414,106,816,0.311,1
51,20852,782,920,0.195,1
50,23214,547,708,0.276,1
44,21954,1091,1808,0.114,1
32,33051,632,2435,0.038,1
45,21030,541,544,0.0,1
43,27961,159,3051,0.147,1
33,23881,461,327,0.071,0
75,17802,506,1805,0.16,0
34,28542,527,667,0.349,1
52,29401,54,641,0.212,1
54,18535,448,1599,0.509,1
25,55644,277,1613,0.0,1
29,38295,835,374,0.145,1
20,19335,142,1080,0.198,1
66,42020,404,998,0.044,1
40,35598,1511,1440,0.471,1
57,78400,711,3266,0.574,1
18,20757,752,513,0.347,1
51,41035,663,-572,0.615,1
33,20084,414,1139,0.538,1
47,29725,246,32,0.428,0
53,22174,519,1214,0.378,1
70,31201,1127,849,0.122,0
68,13301,316,63,0.544,1
60,40403,461,1754,0.335,1
25,28481,186,1605,0.491,1
36,14719,638,39,0.171,1
59,19082,408,2134,0.204,1
47,24855,377,2761,0.047,1
25,15884,1300,-152,0.373,0
51,62279,18,1978,0.099,1
34,28972,40,2337,0.052,1
56,23954,286,334,0.17,1
65,50652,508,1070,0.235,1
69,52048,1308,1819,0.523,1
70,11536,216,1181,0.276,0
32,37744,106,1250,0.323,0
70,50846,96,2619,0.089,0
52,20848,491,-423,0.0,1
33,60617,609,2076,0.155,1
36,20847,399,664,0.509,1
30,37623,275,1033,0.255,1
72,18359,276,1976,0.156,1
19,15252,457,1482,0.366,1
60,26236,209,191,0.556,1
62,32293,301,550,0.372,1
50,21092,400,603,0.373,1
57,16734,228,161,0.134,1
31,12617,518,267,0.329,1
59,24993,308,1320,0.0,1
33,29419,65,1420,0.242,0
43,16137,280,-506,0.266,1
49,34850,166,1177,0.268,1
45,28425,585,1229,0.374,1
74,47278,386,1388,0.442,1
38,14040,482,2149,0.847,1
19,29144,906,1041,0.592,1
70,36089,1488,511,0.143,1
35,118177,538,2350,0.329,1
44,71116,564,2669,0.135,0
65,32273,818,2461,0.211,1
23,20612,384,1844,0.312,1
60,22608,879,3489,0.424,1
38,38663,399,1642,0.319,1
31,49541,760,3859,0.024,1
43,26301,89,-687,0.126,1
65,50318,501,190,0.237,1
30,47901,348,899,0.239,1
70,18775,340,1585,0.0,1
35,13370,1206,1599,0.61,1
38,27934,781,1886,0.015,1
18,17965,523,1651,0.154,1
37,24102,539,1495,0.197,1
66,63585,349,1678,0.322,1
21,22924,1266,741,0.207,0
50,23331,402,1418,0.368,0
60,41702,126,1340,0.042,1
49,20121,606,403,0.215,1
64,20009,180,1484,0.282,1
68,26029,1166,477,0.163,0
37,17761,772,-250,0.036,0
36,67309,400,793,0.115,1
51,44673,1087,1846,0.112,1
20,31000,647,1757,0.293,1
70,17190,809,883,0.054,0
23,31840,483,1621,0.073,0
47,21370,507,229,0.0,1
42,16311,684,-465,0.33,1
21,41170,718,1838,0.167,1
46,25882,272,971,0.75,1
21,24382,711,155,0.197,0
48,30305,372,2408,0.41,0
19,22924,496,1211,0.035,1
73,14676,545,300,0.156,1
36,46315,375,1949,0.331,1
41,50742,708,935,0.118,1
53,27615,308,1515,0.169,0
18,17244,146,2944,0.102,1
75,29613,92,1761,0.413,1
52,22133,396,667,0.376,1
56,26674,185,692,0.596,1
20,20000,229,707,0.549,1
18,23999,118,61,0.283,1
33,14553,411,1453,0.02,0
46,56368,345,2325,0.449,1
59,21187,60,1776,0.73,1
57,48240,168,2943,0.188,1
29,37655,104,645,0.352,1
20,41323,1138,1296,0.292,1
51,68228,373,2135,0.248,1
55,11029,172,1250,0.158,1
71,41908,266,1144,0.414,1
62,27791,1699,1385,0.069,1
62,49227,524,1070,0.365,1
71,22780,1003,2164,0.304,0
49,18159,306,890,0.142,1
63,15543,495,99,0.032,0
71,19018,29,1452,0.155,1
18,19514,45,833,0.072,1
64,31835,55,545,0.755,0
68,30975,707,1703,0.0,0
52,14276,268,1362,0.085,1
27,41743,911,1202,0.599,1
61,13361,947,186,0.138,0
42,13558,475,993,0.105,1
63,37513,300,1616,0.154,1
57,17626,558,2004,0.47,0
72,31699,588,2291,0.577,1
18,41653,140,2090,0.398,1
49,9000,381,1643,0.134,1
23,22835,135,1521,0.141,1
46,36546,138,2191,0.331,0
27,55836,671,-685,0.193,1
72,14320,113,644,0.268,1
46,42971,85,349,0.106,1
22,27304,623,101,0.154,0
29,42506,396,212,0.0,1
27,59632,462,632,0.168,1
49,26875,927,1735,0.414,1
53,21374,201,2506,0.389,0
26,28109,414,247,0.494,1
68,44689,735,222,0.344,1
64,64176,681,2088,0.051,1
68,33431,27,1867,0.099,1
19,37557,211,2638,0.364,1
54,49810,510,3585,0.112,0
56,26049,975,846,0.164,1
68,29605,603,891,0.188,0
73,21970,179,519,0.177,1
28,12666,555,361,0.154,0
54,14256,562,-113,0.011,1
24,10113,348,484,0.179,1
62,35304,573,-214,0.19,0
28,32134,624,2330,0.211,1
21,34723,284,-501,0.218,1
41,24266,924,1147,0.34,0
63,17840,270,604,0.546,1
74,48015,208,1500,0.237,1
32,23341,659,670,0.28,1
31,21127,505,-304,0.261,1
18,34236,654,2339,0.36,1
25,32309,671,337,0.726,0
57,33602,318,975,0.405,1
68,39051,416,2242,0.436,1
33,31563,416,1825,0.086,1
28,9693,80,-617,0.124,1
50,26303,266,1783,0.285,1
40,27463,168,1625,0.158,1
44,34853,610,869,0.282,0
43,26813,168,735,0.278,1
57,17607,1115,1630,0.062,0
21,34841,709,-473,0.7,0
25,12662,432,2366,0.148,1
27,12387,264,936,0.269,0
44,17119,861,1205,0.171,1
62,23302,393,2199,0.335,1
75,11960,61,-80,0.166,0
43,49353,654,2106,0.304,1
35,12758,207,1602,0.411,1
36,26136,463,1837,0.03,0
67,14477,251,-238,0.279,0
69,24409,587,2412,0.149,1
73,64963,399,2844,0.223,1
22,67804,633,2090,0.226,1
49,10767,416,1431,0.483,0
58,21553,962,872,0.146,0
23,46056,125,-739,0.127,1
62,20440,466,-440,0.193,1
29,37675,588,999,0.147,1
21,21867,205,2635,0.173,1
18,15238,84,1354,0.232,1
57,15920,398,341,0.667,0
18,41297,428,1281,0.0,1
62,54943,243,789,0.247,1
41,33122,498,1623,0.161,0
46,15248,1035,893,0.31,0
32,27147,94,1900,0.033,1
69,20875,134,1918,0.375,1
72,36355,538,87,0.421,1
51,29847,1129,2035,0.088,0
51,32755,579,1077,0.374,1
64,31901,1793,3122,0.462,0
57,26500,257,936,0.118,1
24,39678,467,2265,0.028,1
58,22968,345,-108,0.573,1
22,45479,130,2685,0.187,1
51,16964,347,1004,0.292,1
22,39733,271,1126,0.337,1
25,10029,695,-182,0.026,0
45,45983,960,1721,0.025,1
54,23728,748,1795,0.211,1
71,22574,136,1039,0.13,1
35,45731,445,1930,0.075,1
37,28700,65,867,0.218,1
72,23363,902,1444,0.41,0
27,30560,224,-326,0.056,0
29,21937,727,2174,0.325,0
40,32374,316,2360,0.342,1
56,26331,764,-351,0.092,1
28,13035,925,-577,0.177,0
48,75362,176,1405,0.581,1
36,49608,595,568,0.064,1
27,27301,496,252,0.0,1
19,12786,49,289,0.041,1
50,18606,546,1628,0.016,1
69,12940,352,1895,0.151,1
21,12308,130,278,0.129,1
31,26982,282,398,0.069,1
25,27518,228,-66,0.601,1
38,14430,52,1751,0.039,1
67,29119,729,1935,0.061,1
66,14445,465,-34,0.241,1
63,21245,59,758,0.249,1
67,36734,667,2297,0.231,0
19,22856,228,3415,0.356,1
74,25122,105,655,0.362,1
37,26876,883,1092,0.211,0
70,26663,536,437,0.101,1
70,16359,43,1606,0.299,1
32,41852,643,-1215,0.054,1
42,59706,436,2354,0.287,1
28,12950,94,2590,0.36,0
27,32147,361,2393,0.11,0
29,33094,770,467,0.041,1
21,53362,168,1869,0.11,1
25,17144,500,101,0.149,0
31,18138,207,-356,0.171,1
64,39792,785,1819,0.052,1
52,47718,239,2255,0.101,1
38,31285,264,598,0.31,1
35,24099,195,1741,0.185,1
20,41617,357,1361,0.148,1
38,29428,176,822,0.318,1
50,25127,1061,602,0.462,1
68,34067,515,1574,0.037,1
43,17102,461,598,0.089,1
32,28424,337,52,0.223,1
69,27565,207,2164,0.096,1
73,16735,624,1293,0.031,1
39,56316,690,2344,0.36,1
40,10512,44,1791,0.045,0
26,15274,59,2782,0.12,1
74,22566,219,167,0.117,1
71,13698,319,749,0.031,0
59,15414,793,1383,0.028,1
57,19759,116,2934,0.196,1
63,25985,301,783,0.0,1
40,28508,107,3278,0.184,1
33,27213,410,199,0.054,1
32,30444,300,804,0.275,1
51,13003,2191,-851,0.021,0
67,24319,249,4380,0.292,1
27,38212,273,1866,0.452,1
72,19987,2040,867,0.234,0
22,29492,359,1641,0.053,1
58,36778,194,2094,0.064,1
63,21871,317,2128,0.475,1
27,42104,538,-397,0.023,1
34,22842,186,1639,0.336,1
41,19261,347,-745,0.322,0
73,26540,626,1335,0.151,0
56,14013,1055,-186,0.069,0
41,73539,363,3526,0.417,1
29,31590,702,2211,0.007,1
26,42398,213,1568,0.161,1
29,19022,1377,-634,0.448,0
48,34573,655,2383,0.351,1
57,28150,108,-712,0.013,0
35,50797,383,598,0.491,1
74,29145,563,1269,0.062,1
34,20753,764,1152,0.032,1
30,25730,331,1298,0.194,1
40,20375,171,891,0.026,1
61,15274,458,1935,0.196,0
74,22137,1576,655,0.106,0
47,22597,541,2193,0.436,1
41,23112,160,44,0.223,1
36,25805,867,141,0.712,0
21,17717,114,3347,0.169,1
57,33191,962,817,0.302,1
47,14721,640,784,0.249,1
22,12517,569,1294,0.158,0
38,10280,498,1555,0.027,0
37,41440,31,2478,0.424,1
30,13263,240,164,0.383,1
57,9175,1313,-540,0.194,0
40,18183,113,890,0.07,1
62,38647,373,1530,0.323,1
26,19063,692,865,0.18,1
30,41718,640,1680,0.006,0
20,19148,413,1103,0.077,1
26,27876,771,247,0.059,0
23,19327,466,1161,0.232,1
26,35515,558,420,0.531,1
23,27464,124,1883,0.127,1
68,18267,961,709,0.114,1
18,18222,300,563,0.09,1
41,35988,1557,418,0.309,1
62,18092,156,153,0.123,0
73,24709,183,1097,0.234,1
62,22530,584,1018,0.0,0
45,31906,179,2210,0.14,1
32,87664,904,2246,0.132,0
51,26086,457,1949,0.08,1
33,13492,1223,1294,0.044,1
50,25153,346,1131,0.118,0
31,11038,777,222,0.05,1
46,22676,463,450,0.536,1
61,33672,308,1702,0.168,1
27,10049,325,851,0.28,1
71,14790,615,64,0.117,0
19,31619,1407,2176,0.433,1
23,42148,1253,514,0.523,1
47,53014,1282,2134,0.433,1
59,21791,804,-466,0.314,1
62,35425,155,1443,0.099,0
69,15863,271,1338,0.372,1
19,49587,149,1854,0.453,1
46,46358,94,2151,0.215,1
33,25676,420,1997,0.108,1
54,15751,533,246,0.095,1
35,15545,176,1840,0.197,1
42,31846,245,1520,0.176,1
75,11594,598,651,0.023,1
47,35098,197,2788,0.092,1
