age,annual_income,monthly_debt,property_price,deposit_amount,requested_loan,mortgage_term_years,ltv,max_borrow_amount,risk_band,approved
42,35984,300,304822,38907,265915,30,87.2,153047,Medium,0
54,30925,937,336977,35075,301902,25,89.6,138859,High,0
43,29751,221,140897,13066,127831,35,90.7,142156,Medium,0
18,43217,459,217217,37528,179689,25,82.7,190462,Low,0
75,39692,394,219136,37639,181497,20,82.8,140867,Medium,1
63,53285,231,202102,39392,162710,30,80.5,241027,Low,1
58,24199,868,163064,30239,132825,25,81.5,109291,High,0
75,54777,260,134862,19451,115411,15,85.6,225855,Low,1
71,49898,378,184277,43599,140678,30,76.3,193147,Low,1
73,24129,769,177731,27200,150531,30,84.7,85347,High,0
34,40127,173,136016,42893,93123,30,68.5,182562,Low,1
46,50563,718,168884,12986,155898,25,92.3,231647,Low,1
60,27414,987,120000,35331,84669,25,70.6,141868,Low,1
55,25011,216,159424,36490,122934,30,77.1,107768,Medium,0
20,47113,994,174225,43134,131091,30,75.2,179213,Low,1
75,31839,173,171622,29682,141940,25,82.7,122187,Medium,1
24,35571,498,224688,28692,195996,25,87.2,147970,Medium,1
30,30387,666,176471,25336,151135,35,85.6,131888,Medium,0
49,14000,793,220262,48796,171466,30,77.8,60230,High,0
74,28658,355,217113,29025,188088,20,86.6,110079,High,0
30,29964,128,258015,30481,227534,20,88.2,133792,Medium,0
18,25836,406,205865,19348,186517,35,90.6,110384,High,0
30,32313,242,200206,39772,160434,30,80.1,138751,Low,0
65,25055,0,192375,23994,168381,25,87.5,93806,High,0
45,73076,145,120000,9789,110211,25,91.8,339531,Low,1
31,27770,468,210498,55708,154790,30,73.5,143005,Low,1
45,47740,756,281866,62660,219206,20,77.8,153644,Medium,0
46,97543,623,191019,31967,159052,25,83.3,456740,Low,1
62,61652,261,260049,103652,156397,30,60.1,258274,Low,0
58,31656,488,125704,22170,103534,25,82.4,129351,Low,1
27,46220,573,266343,22322,244021,20,91.6,217162,Medium,1
56,29112,469,204439,50956,153483,30,75.1,130164,Medium,0
60,68300,687,266838,47904,218934,15,82.0,283010,Low,1
58,53997,718,273132,33601,239531,35,87.7,243780,Medium,0
20,32408,447,219093,40249,178844,20,81.6,132337,Medium,1
70,42651,233,214730,39442,175288,25,81.6,183820,Low,1
36,25390,302,178744,23145,155599,20,87.1,127934,Medium,1
32,29543,323,174042,22599,151443,30,87.0,146117,Medium,1
57,64270,1475,141087,22550,118537,35,84.0,262507,Low,1
20,39863,143,309941,42659,267282,30,86.2,218545,Medium,1
51,95433,370,150913,35603,115310,15,76.4,476827,Low,1
49,38360,716,183461,24304,159157,30,86.8,174174,Medium,1
22,69504,786,234787,36250,198537,25,84.6,329220,Low,1
61,19146,814,270490,47301,223189,25,82.5,80746,High,0
44,37275,572,120000,25081,94919,30,79.1,169155,Low,1
19,43517,851,184855,23522,161333,35,87.3,169343,Medium,1
44,78458,453,120000,26573,93427,30,77.9,343933,Low,0
45,34369,782,187864,17877,169987,35,90.5,158511,High,0
64,18147,1066,247191,59043,188148,20,76.1,86178,High,0
61,50940,1520,172700,23946,148754,20,86.1,200540,Low,1
28,23344,578,161367,57969,103398,20,64.1,88980,Low,0
18,16224,223,200683,29858,170825,35,85.1,73960,High,0
54,95545,327,213110,20062,193048,20,90.6,487125,Low,1
47,26640,326,594693,69774,524919,15,88.3,122101,High,0
71,70350,1126,152267,31665,120602,25,79.2,304420,Low,1
53,27859,512,128581,27856,100725,25,78.3,124398,Low,1
20,64639,137,140400,23197,117203,25,83.5,308025,Low,1
46,39573,723,200070,67582,132488,30,66.2,176840,Low,1
31,40699,572,457592,153459,304133,30,66.5,149722,Medium,0
43,28680,414,151025,23701,127324,30,84.3,122573,Medium,0
25,37167,172,176178,51254,124924,25,70.9,211210,Low,1
67,31552,583,216196,28779,187417,20,86.7,160985,Medium,1
28,35411,930,435471,88797,346674,25,79.6,141458,High,0
22,31745,130,142852,20146,122706,20,85.9,124699,Low,1
31,57466,570,210843,18736,192107,35,91.1,315701,Low,1
47,32079,152,132235,43598,88637,35,67.0,130813,Low,1
64,50012,349,211052,36234,174818,25,82.8,237671,Low,1
39,58665,356,201570,37573,163997,35,81.4,248323,Low,1
28,38781,468,258982,23182,235800,35,91.0,169639,High,0
39,29052,72,289045,30996,258049,35,89.3,112787,High,0
61,30593,702,379721,23072,356649,30,93.9,113780,High,0
48,46016,468,155105,16460,138645,25,89.4,198882,Low,1
72,25951,555,189102,58257,130845,25,69.2,102606,Medium,0
36,39482,717,191819,22315,169504,20,88.4,171862,Medium,1
60,25570,947,267626,20681,246945,25,92.3,103665,High,0
55,37230,951,153641,14697,138944,25,90.4,155945,Medium,1
21,43071,313,130027,22622,107405,30,82.6,198762,Low,1
55,45036,993,176255,45947,130308,25,73.9,207867,Low,1
74,33266,630,301417,38469,262948,35,87.2,151755,High,0
31,39280,472,127867,43713,84154,30,65.8,164044,Low,1
56,77585,394,188583,50391,138192,20,73.3,281309,Low,1
35,69817,733,199554,34229,165325,15,82.8,340187,Low,1
68,72432,874,175284,26176,149108,15,85.1,338300,Low,1
25,37462,155,165465,34491,130974,30,79.2,162701,Low,1
30,90165,491,151042,19811,131231,30,86.9,436300,Low,1
53,22476,430,257060,72110,184950,30,71.9,75880,High,1
23,24839,903,167744,26309,141435,25,84.3,107399,High,1
32,55303,656,221812,37470,184342,30,83.1,256522,Low,1
44,35490,915,211600,47457,164143,20,77.6,136256,Medium,0
23,39979,0,465288,91893,373395,25,80.3,184565,Medium,1
45,52549,1007,200151,66068,134083,25,67.0,223156,Low,1
24,31217,197,262298,29858,232440,30,88.6,141215,Medium,1
65,53420,681,193813,65484,128329,30,66.2,261144,Low,1
70,46334,699,170077,41234,128843,20,75.8,212831,Low,1
33,51466,80,234982,21592,213390,20,90.8,228726,Low,0
35,20965,317,235364,22753,212611,20,90.3,90203,High,0
63,32036,596,177449,36678,140771,20,79.3,147978,Low,0
61,18863,476,120000,12136,107864,20,89.9,67618,High,0
73,37394,682,211796,45112,166684,30,78.7,157688,Medium,0
50,63846,816,316000,101407,214593,35,67.9,322009,Low,1
59,36430,328,283609,55492,228117,20,80.4,163648,Medium,0
19,38273,441,149227,23488,125739,30,84.3,180352,Low,1
34,29954,643,138121,16907,121214,25,87.8,108000,Medium,1
43,42095,235,261652,50421,211231,20,80.7,199841,Low,1
72,39227,247,300911,68532,232379,15,77.2,140374,Medium,0
34,67272,279,279378,93462,185916,35,66.5,249152,Low,0
50,42803,574,153953,15748,138205,20,89.8,163535,Low,1
54,53660,189,120000,31268,88732,25,73.9,270723,Low,1
59,25887,828,221055,25093,195962,25,88.6,110338,High,0
49,24457,976,214792,24451,190341,30,88.6,80897,High,0
64,48967,236,293944,42472,251472,25,85.6,205753,Medium,1
37,43531,317,191889,34113,157776,35,82.2,200658,Low,1
62,50252,230,217892,25787,192105,30,88.2,209778,Low,1
64,41463,441,250641,54463,196178,30,78.3,162433,Medium,1
36,23666,11,217489,46971,170518,20,78.4,105464,Low,0
60,40746,95,260975,38591,222384,20,85.2,197034,Low,1
64,27633,467,203133,35550,167583,25,82.5,122239,Medium,1
59,37720,95,120000,10410,109590,30,91.3,161170,Low,1
75,23371,233,228499,37568,190931,35,83.6,101627,High,0
69,35471,433,214757,34844,179913,20,83.8,171808,Medium,0
38,62373,231,131924,29408,102516,30,77.7,207050,Low,1
19,34450,638,341676,47673,294003,25,86.0,133296,High,0
27,38687,151,258183,50295,207888,35,80.5,181135,Low,1
57,34305,644,175213,40320,134893,30,77.0,155626,Low,1
50,61205,303,138222,16720,121502,25,87.9,282553,Low,1
20,22616,443,204553,32114,172439,25,84.3,102459,High,0
48,40840,581,199959,84337,115622,30,57.8,165735,Low,1
30,33788,125,124188,14015,110173,30,88.7,141532,Low,1
23,40067,703,202899,16725,186174,25,91.8,163472,Medium,0
21,29182,435,156107,10970,145137,15,93.0,116078,Medium,1
62,83038,249,171424,29514,141910,15,82.8,343893,Low,1
39,28057,127,195880,17971,177909,30,90.8,125512,Medium,0
50,16356,0,230264,36894,193370,25,84.0,74710,Medium,0
46,45672,326,210684,59736,150948,20,71.6,221203,Low,1
21,31094,361,206179,25136,181043,30,87.8,141608,Medium,1
37,42558,473,236198,45692,190506,25,80.7,173799,Low,1
55,32835,570,253088,38122,214966,30,84.9,154185,High,0
48,23293,358,160729,42915,117814,25,73.3,89302,Low,1
41,32889,455,230490,41209,189281,15,82.1,127102,Medium,0
24,36645,861,201699,29834,171865,20,85.2,146792,Medium,0
23,27655,272,210758,35525,175233,25,83.1,145801,Medium,1
57,39234,274,170643,37939,132704,20,77.8,171594,Low,1
19,34874,803,129209,15011,114198,30,88.4,150517,Low,1
70,47647,477,281492,23767,257725,15,91.6,194768,Medium,0
49,66062,353,362229,95160,267069,15,73.7,315839,Low,1
44,46191,606,170825,16737,154088,30,90.2,206159,Low,1
29,25857,557,206808,28053,178755,30,86.4,105010,High,0
56,42512,562,176983,27687,149296,25,84.4,171393,Low,1
64,35485,124,135884,30644,105240,30,77.4,132153,Low,1
61,59278,704,251615,49342,202273,25,80.4,220585,Low,1
56,63120,428,358569,80726,277843,25,77.5,285544,Low,1
43,55350,1419,154524,39465,115059,30,74.5,264456,Low,1
40,55844,691,192613,23929,168684,25,87.6,217431,Low,1
32,26038,650,286337,79954,206383,35,72.1,89282,High,0
28,23643,568,361843,129000,232843,25,64.3,112084,Medium,0
20,19487,1007,248512,47937,200575,25,80.7,77548,High,0
52,31216,519,209116,25468,183648,25,87.8,130831,High,0
42,43593,366,265878,61491,204387,20,76.9,163571,Low,1
67,54869,221,216695,53361,163334,30,75.4,270447,Low,1
57,25447,66,148848,59915,88933,20,59.7,129142,Low,1
31,14919,710,164548,55544,109004,25,66.2,64579,High,0
50,55028,332,137649,20387,117262,25,85.2,204263,Low,1
34,58003,390,210364,62043,148321,35,70.5,262996,Low,1
62,21090,224,221138,65988,155150,30,70.2,94069,Medium,1
58,22398,467,213866,17305,196561,30,91.9,94465,High,0
18,46111,386,196995,53684,143311,30,72.7,164347,Low,1
25,20586,215,173129,31702,141427,25,81.7,81793,Medium,0
65,21973,168,221424,39818,181606,20,82.0,103474,Medium,0
27,78392,600,435140,51264,383876,35,88.2,382375,Medium,1
39,23059,425,257117,43034,214083,30,83.3,98986,High,0
59,32067,114,263684,100023,163661,30,62.1,163357,Low,1
44,23075,464,145033,12735,132298,20,91.2,88789,High,0
37,28817,247,206869,33246,173623,35,83.9,157441,Medium,1
32,39235,299,142734,33898,108836,35,76.3,168824,Low,1
66,24796,251,134111,9983,124128,25,92.6,119603,Medium,1
40,60295,411,337898,54588,283310,15,83.8,237093,Low,1
63,26908,625,329300,92049,237251,15,72.0,142517,Medium,1
21,47848,430,141705,20919,120786,30,85.2,205710,Low,1
60,42158,933,384062,41484,342578,20,89.2,150509,High,1
25,36626,662,174720,32993,141727,35,81.1,200294,Low,1
48,79642,944,225204,38377,186827,20,83.0,365094,Low,1
22,29060,157,231695,27364,204331,25,88.2,130860,Medium,1
70,29255,261,212241,25093,187148,25,88.2,119575,High,0
70,44916,492,210516,81394,129122,30,61.3,224664,Low,1
44,42498,625,360015,122843,237172,15,65.9,153636,Low,1
62,37810,1150,198470,30508,167962,25,84.6,142557,High,0
73,46702,377,176394,40657,135737,25,77.0,186774,Low,1
41,43042,208,188324,17284,171040,25,90.8,191849,Low,1
42,45021,142,280285,39709,240576,25,85.8,201189,Low,0
54,42425,666,189908,51972,137936,25,72.6,156927,Low,1
64,55789,568,164011,25402,138609,30,84.5,260850,Low,1
75,51318,385,284982,70049,214933,25,75.4,174094,Low,1
34,45885,1193,238288,25015,213273,25,89.5,210015,Medium,0
21,43176,183,172162,37960,134202,25,78.0,197568,Low,1
19,17746,630,195645,13020,182625,30,93.3,70045,High,0
73,37333,1070,162329,31408,130921,30,80.7,163553,Medium,1
19,47013,702,163020,10782,152238,30,93.4,210517,Low,1
60,16663,241,147186,20469,126717,35,86.1,77882,High,0
21,18399,1067,205973,37802,168171,25,81.6,85090,High,0
55,57471,203,231217,29283,201934,25,87.3,279496,Low,1
31,46764,605,228586,50605,177981,20,77.9,240002,Low,1
75,49081,206,142016,8684,133332,25,93.9,208308,Low,1
51,42187,272,175290,21997,153293,25,87.5,163564,Low,1
44,53731,775,199560,53722,145838,25,73.1,255998,Low,1
28,39867,403,170763,32920,137843,30,80.7,215011,Low,1
65,33295,1605,214038,23311,190727,30,89.1,171874,High,0
69,56600,386,288265,84035,204230,30,70.8,268335,Low,1
51,32237,739,360387,39023,321364,25,89.2,159643,High,0
45,76452,809,216592,40168,176424,25,81.5,342692,Low,1
58,51170,403,212567,65815,146752,30,69.0,239474,Low,1
48,49338,1092,231357,47342,184015,30,79.5,190614,Medium,1
46,76337,151,185756,30092,155664,20,83.8,264131,Low,1
41,51997,878,205770,31144,174626,30,84.9,232646,Low,1
20,37808,295,309216,16006,293210,20,94.8,169248,High,0
58,51498,448,216276,42732,173544,25,80.2,161801,Low,1
64,41595,1086,240085,42000,198085,25,82.5,198735,Medium,0
75,41264,506,264222,35684,228538,20,86.5,169999,Medium,0
46,37789,726,164748,21964,142784,30,86.7,161389,Medium,1
47,38993,641,144918,16149,128769,30,88.9,199171,Low,1
45,58329,577,212462,39123,173339,20,81.6,187592,Low,1
20,18859,624,144277,19461,124816,20,86.5,89277,High,0
40,23928,168,193623,25904,167719,25,86.6,117205,Medium,1
60,18393,112,302110,59864,242246,25,80.2,70934,High,0
23,47299,809,190506,52545,137961,20,72.4,223963,Low,1
32,41484,44,214057,45249,168808,30,78.9,200541,Low,1
26,69617,868,384016,52304,331712,15,86.4,279331,Medium,0
22,59682,330,213858,47612,166246,30,77.7,264535,Low,1
49,47624,414,153431,15756,137675,25,89.7,207282,Low,1
64,66186,407,191394,32817,158577,25,82.9,272576,Low,1
31,34733,1180,203597,29437,174160,25,85.5,93864,High,0
65,32550,936,188973,20342,168631,20,89.2,155181,High,0
18,36210,21,175863,29375,146488,15,83.3,137263,Low,1
68,33033,850,195522,55586,139936,20,71.6,135387,Medium,1
21,34868,610,241556,48910,192646,30,79.8,176800,Medium,1
46,40496,662,153747,27597,126150,30,82.1,203380,Low,1
49,23745,1007,214437,41399,173038,30,80.7,86859,High,1
23,74736,471,120000,18103,101897,30,84.9,348332,Low,1
45,35408,535,187196,53515,133681,20,71.4,163403,Low,0
66,17541,773,205388,20519,184869,30,90.0,66216,High,0
51,40427,122,151680,25907,125773,25,82.9,209185,Low,1
28,38657,627,212952,29677,183275,25,86.1,147079,Medium,0
65,34194,504,208853,21032,187821,35,89.9,155146,High,1
31,62140,1024,227220,63857,163363,25,71.9,204946,Low,1
22,25102,1863,282800,60892,221908,30,78.5,101646,High,0
19,52112,315,218544,17076,201468,30,92.2,200231,Medium,1
25,31071,719,167281,25504,141777,30,84.8,129235,Medium,1
30,46521,467,148151,32112,116039,20,78.3,193780,Low,1
68,42722,287,252324,16607,235717,25,93.4,161437,High,0
62,53712,59,238180,29907,208273,25,87.4,267392,Low,1
59,33866,847,244940,29733,215207,35,87.9,129853,High,1
72,50440,1548,295878,25749,270129,35,91.3,215144,High,0
36,59849,693,175516,23628,151888,25,86.5,201929,Low,1
57,33062,270,233128,18531,214597,30,92.1,132150,High,1
51,25202,786,246001,82566,163435,20,66.4,89023,Medium,0
40,33124,392,165068,43203,121865,25,73.8,158702,Low,1
30,53101,653,374731,45670,329061,20,87.8,210173,Medium,0
54,40978,324,284934,30496,254438,25,89.3,136674,High,0
57,14000,561,172171,18441,153730,25,89.3,61309,High,0
18,37968,925,132348,15777,116571,30,88.1,198701,Low,1
65,76347,718,226532,39375,187157,25,82.6,303468,Low,1
19,25314,722,133503,37740,95763,30,71.7,111384,Low,1
39,56309,397,164291,19808,144483,30,87.9,226224,Low,1
42,20544,0,171164,33112,138052,20,80.7,80875,Low,0
39,82855,533,131152,15597,115555,20,88.1,296980,Low,1
58,29059,323,174932,35542,139390,25,79.7,120981,Medium,1
39,16729,134,222309,22120,200189,20,90.0,57905,High,0
44,39255,592,203574,60923,142651,30,70.1,181360,Low,1
32,41940,64,158121,14707,143414,20,90.7,196347,Low,1
63,37728,269,131241,43641,87600,20,66.7,153556,Low,1
39,31611,473,127233,16811,110422,30,86.8,111729,Medium,1
32,26927,55,212017,48633,163384,25,77.1,115582,Low,0
57,38828,652,173908,29716,144192,25,82.9,145335,Medium,0
72,39532,1557,284806,63243,221563,35,77.8,175555,High,0
65,33738,265,249014,81952,167062,20,67.1,180567,Low,1
74,45863,113,152401,19166,133235,25,87.4,208445,Low,1
41,45614,390,303911,126530,177381,20,58.4,211745,Low,1
19,87461,71,210089,46780,163309,20,77.7,355411,Low,1
22,23976,723,217508,43343,174165,25,80.1,102517,High,0
62,54729,880,120000,13037,106963,25,89.1,252140,Low,1
40,63689,123,155144,38182,116962,15,75.4,242170,Low,1
56,47273,261,328158,98189,229969,35,70.1,204123,Low,1
56,61216,1049,204242,51476,152766,30,74.8,232583,Low,1
53,73464,614,325078,115369,209709,25,64.5,292052,Low,1
64,35502,275,293466,88915,204551,25,69.7,162822,Low,1
21,38915,783,151633,14563,137070,35,90.4,167433,Medium,1
24,54376,1310,230042,44649,185393,25,80.6,231044,Low,1
29,32346,691,185965,39023,146942,35,79.0,151576,Medium,1
69,61815,462,215813,51826,163987,25,76.0,251026,Low,1
49,35082,23,276533,62423,214110,25,77.4,140429,Low,1
41,35590,299,219767,59341,160426,30,73.0,160271,Low,1
40,27968,188,190036,28994,161042,30,84.7,105907,Medium,0
72,76554,543,368581,101039,267542,25,72.6,319616,Low,1
55,44118,508,236956,34323,202633,25,85.5,164555,Medium,1
26,36825,164,163259,28135,135124,35,82.8,139725,Low,1
46,38642,923,125751,35378,90373,30,71.9,184903,Low,1
43,26450,444,169217,16211,153006,30,90.4,115825,High,0
58,48501,1240,173861,51389,122472,25,70.4,157957,Low,1
33,35491,324,189297,38424,150873,30,79.7,162768,Low,1
50,48451,778,263361,28774,234587,35,89.1,247276,Medium,1
26,34695,445,207280,49072,158208,30,76.3,140977,Low,1
53,39831,237,194363,34899,159464,30,82.0,155773,Low,1
58,28696,1045,355551,104107,251444,15,70.7,109294,High,1
48,70008,677,395568,136949,258619,20,65.4,240677,Low,1
44,27010,297,124763,25361,99402,25,79.7,129903,Low,1
73,46819,385,151403,35421,115982,20,76.6,216967,Low,1
71,63286,338,180808,42632,138176,25,76.4,264295,Low,1
37,32794,319,241287,33479,207808,30,86.1,174905,Medium,0
39,110385,215,220589,30266,190323,25,86.3,415891,Low,1
42,55926,322,182333,18266,164067,30,90.0,244499,Low,1
61,30080,592,199363,14774,184589,20,92.6,170405,High,1
38,18349,247,164293,29523,134770,30,82.0,74730,Medium,1
42,43066,974,147176,33771,113405,30,77.1,211106,Low,1
29,36667,0,164270,25942,138328,35,84.2,142910,Low,1
49,45301,1329,132949,24078,108871,30,81.9,229391,Low,1
63,40352,282,218651,74790,143861,25,65.8,179321,Low,1
52,36072,303,131484,41718,89766,20,68.3,134162,Low,1
53,59210,185,223308,33801,189507,35,84.9,241247,Low,1
36,29551,285,147464,35475,111989,25,75.9,109025,Low,1
28,48355,1400,270249,37356,232893,35,86.2,226492,Medium,0
44,68826,112,193418,22269,171149,20,88.5,300246,Low,1
22,26288,398,280055,48713,231342,25,82.6,80808,High,0
50,32204,268,207748,37725,170023,30,81.8,100329,High,0
61,25014,510,217248,27757,189491,30,87.2,92599,High,0
63,48539,335,123907,26367,97540,25,78.7,236083,Low,1
35,28709,156,159955,41792,118163,30,73.9,112039,Low,1
29,38400,125,217211,24089,193122,25,88.9,175922,Low,1
54,26281,213,185524,24401,161123,30,86.8,110657,High,0
73,34782,1133,212421,55367,157054,20,73.9,126395,Medium,0
44,14926,376,288016,25757,262259,25,91.1,79645,High,0
65,32722,222,263180,19876,243304,35,92.4,127342,High,0
53,42245,254,138152,31339,106813,25,77.3,195161,Low,1
48,36721,467,293779,24479,269300,30,91.7,144560,High,0
33,47865,1408,280461,22544,257917,20,92.0,230831,High,1
72,42264,679,240633,33473,207160,30,86.1,184094,Medium,1
52,32487,198,210444,35825,174619,35,83.0,143369,Medium,1
18,18787,227,214860,48408,166452,30,77.5,74705,Medium,0
27,32699,916,178330,57653,120677,35,67.7,127860,Low,1
69,49938,419,204938,48461,156477,25,76.4,203153,Low,1
45,31041,501,296548,30738,265810,20,89.6,128068,High,0
25,67787,267,167940,58239,109701,30,65.3,271718,Low,1
60,36375,442,142070,22206,119864,20,84.4,170965,Low,1
57,34424,379,211586,48012,163574,25,77.3,134098,Medium,1
46,20075,632,281512,62427,219085,35,77.8,67934,High,1
40,34119,445,313273,51956,261317,25,83.4,155543,Medium,0
67,38009,567,173220,12260,160960,30,92.9,163948,Medium,1
30,41410,244,202895,51128,151767,25,74.8,200282,Low,1
41,58823,225,238176,31037,207139,15,87.0,235068,Low,1
31,30988,744,181426,23770,157656,20,86.9,139883,Medium,0
54,31382,199,196062,27102,168960,20,86.2,141780,Low,1
25,54559,583,136822,12177,124645,35,91.1,201764,Low,1
44,36024,770,196657,17818,178839,25,90.9,164550,Medium,1
23,38044,168,238946,44921,194025,30,81.2,210640,Low,1
47,38224,1696,151535,40687,110848,25,73.2,129860,Medium,0
23,32896,453,279592,93408,186184,25,66.6,111080,Low,0
53,40645,790,336264,70852,265412,30,78.9,194531,Medium,1
44,66058,725,213066,23469,189597,25,89.0,310124,Low,1
37,36448,108,202946,28569,174377,25,85.9,161946,Low,1
28,43460,359,225471,79460,146011,15,64.8,190115,Low,1
48,41571,83,159609,54197,105412,25,66.0,188375,Low,1
