age,annual_income,monthly_debt,existing_cc_balance,total_cc_limit,requested_limit,predicted_limit,approved
33,26735,29,5538,28533,5404,3931,1
43,50006,1040,2180,4556,14352,7984,1
37,22905,300,4118,10359,17199,3574,1
64,39015,36,641,7073,6321,7076,1
58,27688,162,4771,9093,7067,4573,1
32,20850,560,1931,3905,4337,1376,0
41,66586,683,4566,9910,8311,12247,1
20,20931,1054,6136,45012,8140,2296,1
48,26110,627,1683,8617,11212,5463,1
48,41121,107,4211,13583,4086,7159,1
35,70694,1428,6025,19609,4935,11509,1
63,21169,283,1498,9432,4284,4175,0
64,17861,504,0,0,9022,2263,1
39,96610,990,1266,6504,5496,17324,1
38,29471,1216,1204,5951,4581,2736,1
31,49229,526,767,4427,19629,8713,1
52,23539,284,4520,8149,4620,2582,1
41,30285,54,3236,7580,3207,5263,0
31,41415,174,2565,34641,6764,7423,1
49,32969,433,0,0,9997,5549,0
18,27243,535,1320,23091,5454,3190,1
32,17036,712,5937,19784,4512,1289,1
62,18870,441,5278,14636,4455,2892,1
21,56437,890,4325,10872,13033,9729,1
70,14419,87,4524,13715,4700,2261,0
40,16228,536,2262,4172,20178,3592,1
26,56143,453,6538,35398,4585,8559,0
35,24185,276,4121,8379,6953,3747,0
51,14615,599,419,8554,8809,3774,0
39,32245,357,2418,11112,11272,5740,0
50,54199,44,1663,7672,10553,9005,1
33,27036,278,0,0,6526,4390,0
47,20248,246,63,5229,18798,4577,1
74,24661,812,1247,5188,11655,4301,0
59,46030,896,6142,23739,8504,6922,1
35,23423,577,0,0,15074,3284,0
56,33513,362,3107,14862,13689,5473,1
22,30518,500,0,0,3163,5634,1
28,30373,368,2834,13333,3833,3941,0
26,46652,937,2727,13108,5384,8175,1
49,21392,136,12214,28154,11572,1713,1
67,53040,420,0,0,4450,9661,1
21,32603,55,152,7069,10164,5422,1
66,33926,442,2646,6985,13568,4875,1
19,25140,378,4180,17422,18554,3548,1
46,23226,139,0,0,5285,3899,0
19,75500,148,940,5936,9560,15248,1
20,49104,58,9678,35752,12364,9837,1
71,56480,723,1684,16224,3456,9529,1
57,62724,620,1675,8479,5026,10328,1
29,22958,299,846,4142,6756,3312,0
36,49323,602,3777,7857,10398,7086,1
25,40427,445,4789,26167,10386,7136,1
18,43511,316,13277,30522,3797,6352,1
69,40959,527,3283,10403,25765,8691,0
23,49975,100,0,0,6219,9263,0
44,24158,296,1429,10218,5216,4174,0
47,39420,315,31752,41216,4512,2984,1
63,19144,939,837,5443,10821,1544,1
21,31986,424,18339,34456,7605,3907,1
64,24119,108,2134,5522,4301,5053,1
62,57124,585,7305,28064,2788,8700,1
47,42746,843,478,4800,15888,6296,1
22,15806,183,11285,28583,11939,525,1
42,26591,501,5871,19175,4541,3095,1
23,64707,408,10402,18789,8275,10140,1
56,31014,415,10459,37853,10777,4282,1
23,36009,138,0,0,6952,7185,1
60,53485,468,3250,8023,14109,9605,1
58,52841,89,0,0,12554,10190,1
23,38422,19,3174,7963,4770,6062,1
47,23843,750,8172,27148,8071,2397,1
59,21902,617,7606,11415,35000,2055,0
38,45155,412,0,0,8761,7359,0
19,70180,213,0,0,5489,13381,1
68,41912,582,12682,24636,2395,5924,1
41,29397,285,2672,8516,2821,3938,1
65,46544,226,288,2049,17224,7990,1
26,24238,404,2351,20582,18956,4618,1
18,32453,458,3033,12120,8988,5080,1
31,46684,549,2183,4842,2431,8789,1
75,21252,39,1193,2186,4384,4567,1
53,38666,308,2105,10000,10754,6884,1
52,54135,674,1738,5041,9358,9297,1
58,24566,600,139,6310,5072,2483,1
23,40381,296,9835,30543,5817,6347,1
24,48414,353,8379,20312,2315,7697,0
37,18548,90,1031,6419,7659,3831,1
44,55952,338,4301,7083,9442,8854,1
51,20107,257,1828,25869,9395,4943,1
22,37886,950,4774,25019,11327,5391,0
63,47348,390,7310,17929,8014,7263,0
53,54198,264,0,0,9323,8362,1
40,34607,663,0,0,6386,6031,1
20,23352,56,0,0,7140,5399,1
42,55659,310,1127,4298,10620,10689,1
44,15089,556,2209,13412,10532,2978,1
73,22965,98,4644,11509,8294,3177,1
30,12000,584,1517,9989,6158,317,1
60,21341,348,869,8102,7961,3032,1
52,38082,337,920,1630,2347,5985,1
20,35916,510,11653,45276,19718,5146,1
48,38066,240,3938,10221,7783,6392,1
37,48268,599,3695,8179,11410,6550,0
65,47533,450,0,0,5767,7754,1
21,28758,177,764,6172,4975,4788,0
33,35961,339,7239,16490,7190,4899,0
54,33669,761,2544,23225,9446,6324,0
60,33720,385,481,12928,5338,4550,0
40,64309,432,5934,16543,10901,9535,1
18,32599,288,12519,25820,11449,4873,1
69,39125,435,1212,10094,6842,7277,1
70,36653,1016,1758,11907,7471,6147,1
74,45412,277,941,34249,3697,9051,1
29,25658,552,0,0,2975,4238,1
49,38873,251,4716,12920,9563,6464,1
46,52092,239,4497,23702,10955,8354,1
59,24780,633,1012,13898,7104,4366,1
40,25450,95,645,3296,6429,5319,1
73,30234,984,18884,33672,9629,2637,1
25,37535,75,2289,11267,4681,6252,1
26,70891,25,124,7756,10017,12926,1
23,29459,83,1631,8546,11356,5540,0
62,22171,470,3353,15002,11977,2839,1
24,35856,141,5802,10849,6362,4579,1
56,22972,268,880,12609,5454,4860,1
56,46883,360,3393,6033,2108,7268,1
48,36609,521,4141,17835,4161,5650,1
72,21785,276,2001,28139,3374,4286,1
45,24722,76,8685,33462,10315,3638,1
18,15170,331,7260,9236,10635,981,0
48,24137,125,8428,17798,7943,2874,1
52,27475,1714,1333,6143,5067,2682,1
49,39701,361,4718,10136,10685,6779,1
71,36822,734,0,0,13402,5643,1
64,23649,33,1177,7888,3191,4772,1
36,29858,117,12303,23101,5445,4273,1
18,39257,173,340,11076,3230,7458,1
62,35372,153,26874,56708,5044,1756,1
50,18133,545,22138,34708,11335,865,1
44,19636,884,932,19627,4807,2308,0
74,18249,370,6011,18177,8670,3047,1
54,45507,71,1977,4665,26672,7524,1
55,56455,226,2815,9038,10496,9175,0
59,31548,170,0,0,9970,5052,1
38,34628,154,0,0,9983,5285,1
44,84827,136,868,9214,12728,15034,1
26,40142,213,1439,13287,9006,6747,1
23,25264,929,0,0,6315,2758,1
46,34818,214,3859,15531,10553,5187,0
38,17575,71,770,21017,10578,2796,1
75,50878,63,19688,37065,7534,5838,1
63,57397,700,8341,25001,28597,9034,0
27,26436,560,10535,25388,4671,2963,0
33,29904,252,2795,5938,7580,5441,1
54,20752,588,3188,5662,15234,1993,0
32,20359,246,0,0,8504,3154,1
20,31153,320,5516,9069,8778,4459,1
64,36546,446,2273,19682,14718,6579,1
70,42196,476,1454,24646,14218,6436,1
39,96402,112,719,4208,5896,16648,0
19,43814,748,4273,15431,5097,6898,1
44,28005,509,140,2087,13840,3942,1
73,58703,241,3107,13310,5214,8902,1
45,39635,324,12189,33746,6076,5755,1
26,63723,102,2837,19412,7888,11433,1
19,21929,420,50,6302,4540,3563,1
50,29307,503,9929,38750,10800,1421,1
26,27011,409,18693,39862,10488,2479,1
23,31846,61,606,11738,6245,5344,1
44,85499,468,10219,17435,18072,15360,0
65,33397,442,1940,6757,6472,5437,0
41,31950,462,1727,25007,6623,5231,0
57,34665,163,3785,10890,14929,4334,0
64,47911,297,1314,15553,15808,7695,0
21,41405,221,24780,41514,5296,4519,0
43,41419,399,3754,9978,5726,6271,0
53,38766,177,483,5418,9711,8124,0
32,27650,104,1733,9250,8162,4627,1
47,42107,959,0,0,9484,7363,0
65,30366,465,18630,24421,18625,2923,0
32,30133,826,0,0,8853,5416,0
47,78837,108,469,4570,12338,14268,1
75,25270,440,4007,9822,4671,3952,1
25,70942,343,5834,14710,10234,11419,1
75,63261,426,7081,20902,6609,9335,0
58,18154,1145,0,0,17518,2660,1
48,24666,668,7209,24366,6568,2848,1
28,143420,155,6202,17843,3104,24989,0
47,26154,921,4628,6237,8468,2921,0
30,22665,109,0,0,4489,2443,0
34,48935,254,3276,5783,6235,7904,1
40,25123,502,3201,8849,7513,3330,0
45,15479,712,3019,12324,5508,2703,1
44,40517,392,3707,7111,8480,6729,1
18,31754,603,3926,11556,3598,3959,1
25,38912,493,780,8268,15651,7054,1
19,40069,232,0,0,8869,7556,1
19,30892,359,4878,26506,9199,5023,1
46,22527,480,3271,16784,8110,2401,1
70,51102,212,2856,6444,12689,8345,1
25,35875,821,1890,6685,8469,4526,0
28,45976,130,11006,14946,17749,8761,1
65,34870,896,3124,6645,6582,6621,0
57,51047,392,11146,25194,8737,8642,0
46,12877,278,6270,15637,4171,1305,0
61,25585,600,1548,10029,13453,5548,0
35,19320,382,2498,8661,8286,2838,1
61,19111,189,5941,35203,6409,1862,0
22,18139,1339,3959,55445,13038,992,0
42,50839,158,0,0,7823,7527,1
39,34021,409,12078,35300,5308,4052,1
59,20303,275,19979,35482,6504,1483,0
58,23528,77,3910,8787,5086,5001,0
47,21820,76,3097,10739,7778,3471,1
46,18770,526,2618,30864,4284,2712,0
32,47670,207,0,0,6668,7878,0
22,27115,101,3272,17723,4833,4509,1
57,18352,556,5821,23900,18195,1979,0
18,36676,369,2132,14018,10626,6177,1
24,34691,531,2070,14969,22855,6455,1
26,27407,388,13319,18188,6689,2873,0
19,44278,193,3174,16762,1958,7023,1
32,74773,115,2233,6361,3916,14402,1
29,25078,71,0,0,3494,5662,1
67,21173,196,3415,27990,3836,3730,1
25,29016,1366,0,0,12601,3945,0
45,23782,992,6256,18334,6904,3242,1
74,28447,44,0,0,5809,4355,1
32,16491,328,1325,4842,21327,2542,0
37,37388,592,3093,17223,7222,5501,1
31,16101,205,10034,18462,3367,231,1
72,17476,656,490,3298,12424,2157,1
33,21896,685,6057,40267,7727,2922,1
48,24229,93,0,0,5953,4428,0
50,43817,489,0,0,7105,8675,1
46,27664,760,1310,5436,6258,3656,1
47,34998,833,3175,18120,4509,6499,1
19,36116,438,3576,30073,7212,6271,1
60,25747,347,5409,11402,6454,3643,0
58,58688,250,12795,28281,3978,9265,1
59,46947,189,2644,22645,6875,7125,1
34,36653,644,6932,22775,17691,5078,0
19,25006,397,1368,17294,4510,4788,1
45,24118,1044,3233,14479,6905,3641,0
19,22326,437,34372,46714,5291,200,0
38,38406,448,8187,15780,8852,5121,1
54,55192,259,1836,35754,10675,9519,1
25,36643,313,316,11143,7287,7134,1
20,32333,425,0,0,5001,5506,1
22,22004,616,3066,6667,7674,3150,1
20,28531,72,131,6493,9702,4658,1
58,12000,400,7707,13003,6096,1957,0
37,29410,184,8840,23365,17307,3867,1
67,30511,653,0,0,10199,4386,0
54,61768,453,366,6838,7856,11160,0
19,34293,1021,0,0,6299,5298,1
65,77085,168,1739,5294,5368,12727,1
22,48283,317,44,4402,12956,9631,1
63,36952,236,0,0,3669,6423,1
57,17077,1186,0,0,3120,1543,0
44,12000,721,7933,36425,8827,200,0
42,47091,92,753,7721,3364,8419,1
24,44882,370,10061,16034,3570,6745,1
72,37145,42,4485,8058,4555,7534,1
47,81190,157,33482,48255,4968,10164,1
75,26802,429,10262,23610,5865,2637,0
59,28143,608,10087,14625,23678,3709,1
68,33580,127,5152,33202,7991,5296,1
50,42503,465,7092,37293,3288,6252,1
74,27089,357,27633,40168,8109,473,1
65,32338,476,5808,30536,6210,3280,1
37,37644,161,1286,11402,8536,7313,0
70,44647,889,3590,6584,9558,5892,1
22,38198,214,3631,9725,7135,6985,1
69,18242,356,0,0,7147,1565,1
61,46516,635,2485,15425,8517,7118,1
66,29900,386,849,7531,7187,4236,0
72,59789,430,621,4394,12624,10240,1
39,75278,432,5803,8924,5737,13614,1
39,12000,572,4046,21102,4782,379,0
69,49803,1278,734,11571,23648,7679,0
53,64442,402,3289,18010,9379,11046,1
66,45369,630,15447,20780,11632,5606,1
25,28800,835,2984,10926,7777,3974,1
56,49094,220,4567,17584,11801,7710,1
47,27137,131,1690,6117,7621,4888,1
23,70956,446,1694,7512,3316,11484,1
51,58916,340,0,0,16238,9933,0
25,29109,1440,3447,9133,6390,4095,1
65,29362,682,1850,9906,8502,5152,1
42,15241,531,6011,59029,7201,2251,0
20,48719,543,402,12991,8093,8016,1
30,22827,931,2143,31719,3454,1569,0
72,19579,437,1422,4532,7612,3575,1
73,40005,571,716,4526,19778,7006,1
71,24394,185,0,0,8707,4218,1
65,36130,341,5500,28816,8978,5463,0
30,26016,670,0,0,11408,4193,0
66,23983,325,6480,14319,6294,3582,1
30,35545,168,0,0,14270,6402,1
33,12830,432,6044,8286,10546,1799,0
22,24984,107,3647,6119,3139,5818,1
61,57278,67,3690,12618,7711,10016,1
70,34310,419,3629,13490,10483,5457,1
25,36958,410,1489,10348,7298,7867,1
31,43885,117,4828,12305,5581,8231,1
49,20694,178,0,0,12011,3334,1
39,43836,140,1017,11802,4538,9112,1
63,20479,532,1268,20776,5529,1906,0
69,58576,273,4679,13513,8363,10059,1
35,27098,515,847,11059,5034,5257,1
61,31256,437,3835,13622,7790,3877,0
53,15008,602,2128,5134,8304,1888,1
36,30612,366,644,6362,4756,5639,1
67,34678,345,2051,7289,6039,6342,1
42,59497,402,3555,14876,6243,11084,1
21,23569,901,6405,10097,11336,1903,0
65,28119,839,0,0,7580,3241,0
50,25005,103,1579,18736,11851,4363,0
56,41108,323,0,0,10729,7425,1
41,39594,83,0,0,3124,5756,1
47,51489,574,1497,7358,8363,8054,1
44,22402,196,864,6066,11216,3945,1
38,18233,403,4835,11508,5444,2043,1
65,27809,1296,8493,23471,9648,2989,1
37,29041,82,4627,7260,11184,5016,1
23,30792,584,0,0,6752,5954,1
20,22132,670,1860,8451,10763,3521,1
24,32261,365,5027,14913,3658,4457,1
73,47507,1478,5001,11057,11411,7230,0
33,23343,366,0,0,17051,3081,1
67,22704,149,868,11740,6379,4734,0
53,27811,121,0,0,6780,4322,1
65,113640,144,0,0,8679,20625,1
52,33967,396,2532,5338,7608,7168,1
48,36282,73,0,0,6948,5636,0
29,22727,604,1460,5782,4009,2320,1
40,41809,210,2944,14130,5658,6543,1
66,44348,408,1111,13233,21953,6474,1
18,67270,113,2204,12222,9864,13061,1
43,67321,836,2533,7888,17410,12703,1
55,87552,154,266,6638,3928,15684,1
40,28989,739,2665,6497,9949,4102,0
50,29715,136,0,0,7246,5314,1
48,25079,168,1891,18674,7580,3628,1
27,44539,134,1297,7173,10303,8534,1
63,122382,499,2303,10926,6396,22298,1
18,49107,168,2923,6455,6804,8143,1
42,95988,1259,6868,9197,3142,14935,1
32,21600,498,1830,16423,11269,3511,1
52,28969,93,0,0,5076,5049,0
37,27411,723,0,0,8819,4872,0
42,51704,589,2196,11745,3676,8404,1
21,29871,747,0,0,3201,4689,1
70,56686,228,1263,3560,4765,10506,1
29,40301,185,2011,10317,4820,7480,1
42,24673,438,2089,11619,8708,3933,1
44,48789,390,1035,17017,13667,8332,1
54,66798,424,0,0,9187,12473,0
19,47432,62,2295,9002,17847,8913,1
57,29385,28,0,0,14998,5387,1
68,25925,426,641,12456,6930,4474,1
70,39864,77,0,0,3832,6305,1
24,22258,144,0,0,18584,3489,0
71,27493,496,3401,6027,5564,5067,1
20,24481,450,0,0,8405,3518,1
51,30174,301,4975,9820,10947,4597,1
64,23485,547,5160,39344,10425,3444,1
63,29355,324,3120,12418,6820,4850,0
63,35345,428,3272,55086,7603,5198,1
75,31883,212,1784,8633,3190,5377,1
64,32462,866,0,0,2689,5574,1
18,20662,323,2380,9180,8258,2620,0
55,24520,233,6323,11808,4265,4381,1
67,53498,300,584,8897,2512,10605,1
21,60440,316,849,4319,8579,9605,1
27,19208,161,0,0,7902,3956,1
56,31563,166,2285,5637,3127,5152,1
25,37967,517,9363,50979,10793,5030,1
30,17102,327,5171,11696,4362,1845,1
53,64643,169,9465,15948,9593,11158,1
65,23198,1087,2099,7708,8490,2705,1
33,35159,505,4771,9074,12318,6246,0
24,65458,304,3109,6438,4523,11362,1
18,22657,152,6158,32831,3779,3935,1
66,43728,450,3977,12319,2145,5373,1
25,25825,130,0,0,7988,3110,1
36,34210,228,2183,6278,5368,5485,1
50,18950,492,0,0,6084,3162,1
35,29239,501,4638,24820,2137,3928,1
59,33465,217,2002,12130,6415,5756,1
21,30429,172,7191,14857,9161,5428,0
41,37093,197,0,0,3234,6544,1
74,34895,461,3036,4395,14067,5739,0
51,73853,81,4239,15456,6350,12987,1
19,23408,420,2758,17692,11479,3981,1
39,64713,248,0,0,9124,12109,0
38,34349,121,18298,30290,4349,2738,1
53,12000,396,10191,55281,4157,1672,1
49,31786,156,1584,5523,14349,5060,1
70,13096,629,1432,10528,16095,1894,1
22,62306,541,5321,7977,14944,11662,0
52,75128,174,0,0,3075,13757,1
63,57605,333,8682,14807,5496,8942,1
42,16344,544,1143,10130,12942,2270,0
43,31396,1513,5488,12818,3813,3123,1
27,45387,771,3021,3930,13226,6610,0
19,25168,544,4235,18722,9366,4164,1
71,50160,224,3300,11283,6426,8907,1
27,44771,50,5241,13177,4466,6401,0
19,34479,660,1939,21121,2307,4363,1
44,53072,341,15,4615,4456,9418,1
59,72871,262,925,4621,8310,12861,1
43,26460,542,0,0,7853,4575,1
42,42802,406,8948,15544,3036,7710,1
60,29835,162,4186,6818,7863,4026,1
35,33074,324,2233,18123,12138,5681,1
71,20903,771,0,0,8695,2314,1
33,44206,442,7472,11332,15643,6714,1
23,24096,1014,1570,5934,6076,2530,0
52,68245,362,17791,31021,11865,10252,0
27,32080,228,0,0,16286,5734,0
54,23206,802,2135,11066,6341,3472,1
62,50280,1088,6345,16986,13894,6867,0
72,49428,144,1260,6848,8730,9922,1
58,26413,472,925,19475,4089,4029,1
19,40715,32,6071,19848,10288,7066,0
67,34543,426,4421,8145,5524,5747,1
47,50093,213,0,0,7293,9035,1
41,72340,223,4380,15064,7216,12294,1
34,32040,453,0,0,9912,4068,0
25,23207,677,3830,8460,14110,3654,0
37,41822,582,16405,20190,8399,5007,1
72,19875,566,0,0,4550,3060,1
50,19114,219,0,0,4706,3471,1
41,21183,83,3990,12389,6445,3791,0
29,51190,403,0,0,3741,8640,0
58,35374,216,2889,15548,16827,6305,0
51,45129,449,0,0,4520,6969,1
43,36414,40,0,0,15345,7095,1
18,38589,72,12547,27759,6200,5162,1
49,20751,303,0,0,6868,3287,0
59,31039,136,2069,9924,6512,6202,0
51,28318,470,0,0,8018,4645,1
23,40053,65,2044,9151,4043,7069,1
46,24630,808,4756,13144,11355,2818,1
58,57300,380,6637,12590,4196,10277,1
30,33563,255,15576,31458,17206,3939,1
63,31622,325,0,0,11694,6067,1
26,18529,244,4714,20725,3230,1773,1
56,40327,160,0,0,4347,7606,1
70,23982,788,6768,19439,3342,2355,1
39,12000,282,6260,11476,9425,1605,0
53,28066,319,13399,38056,7369,3379,0
50,18403,755,11380,13764,10212,1704,0
20,31346,406,1633,7470,23896,5565,1
59,26717,1421,22037,38263,7352,200,0
65,22012,770,0,0,5807,3212,1
37,17589,120,1733,14794,13546,2663,0
74,34920,824,1413,9051,8277,7322,1
37,33744,519,713,28791,9707,5323,1
53,65850,294,2437,6275,4230,11406,1
56,40811,192,27890,48381,3356,4361,1
62,23750,97,1723,21889,13380,4328,1
40,42927,503,0,0,3137,8247,1
33,37278,310,0,0,5919,6515,1
38,28969,547,438,5755,12811,4625,1
19,25755,629,0,0,4447,4731,1
42,69586,397,0,0,6889,11963,1
47,48302,233,2605,5055,5625,7755,0
72,22593,471,5872,12018,18419,2682,1
63,22556,360,4992,18408,4370,1529,0
59,39722,399,1071,4595,8909,6585,0
37,22173,213,3676,13546,10434,3212,0
57,28793,180,507,13003,2768,5192,1
26,23206,396,1736,14437,4825,4237,0
49,17369,228,1021,12469,16485,200,1
75,19907,456,4098,8849,19218,2148,0
21,28070,495,118,6407,11259,3652,1
44,28147,919,2503,23544,10438,3623,0
54,18835,216,5794,24211,6722,2095,0
57,34757,61,586,8453,3555,4362,1
24,55063,93,7678,15203,7732,7904,1
37,35399,1338,4589,17012,12159,5677,0
20,13684,554,7297,29993,11219,339,0
36,32195,369,34,6083,11318,5725,1
61,68390,159,524,18253,4331,12332,0
54,23000,269,6975,31714,9757,1884,1
57,18485,438,0,0,5879,2527,0
52,52442,740,1154,9465,7073,9066,1
25,60876,304,593,8205,6354,10633,1
55,28184,275,2103,16531,6337,4085,1
57,25403,335,0,0,4759,3794,0
64,20051,451,0,0,5243,3140,0
37,34983,198,2026,14148,29110,6219,1
40,14973,478,910,10582,17915,2204,1
68,28633,273,1810,4802,4249,4947,1
63,24858,958,4060,7088,2794,2585,1
19,53000,883,0,0,6941,10184,1
59,30477,1023,6332,38800,7654,4746,0
67,18883,336,229,8881,10359,3019,1
18,28135,278,0,0,5478,5395,0
30,41344,840,2277,14174,4416,7017,1
25,50749,121,1897,11964,10588,9360,0
47,77897,219,1780,13792,6173,14767,0
62,35978,1242,1141,3538,9484,5444,1
73,24546,219,1239,21915,7284,4503,1
34,31195,476,4443,11422,12522,6165,1
58,73194,94,1712,9945,5563,14262,1
19,40340,289,6584,20296,12495,6375,0
71,16785,61,7625,20840,5080,1711,1
62,43601,571,7092,19835,11486,6522,1
67,50562,533,0,0,14192,7366,1
66,24073,153,1951,5863,8466,5066,1
26,48176,265,486,3734,7704,9108,1
54,16757,217,2574,12940,10999,2481,1
48,43749,98,1445,8768,9507,7594,0
52,19772,95,28423,65000,9630,200,1
54,34828,176,774,4977,2714,5405,0
52,44875,210,0,0,9729,7559,0
59,43742,552,0,0,35000,7455,1
41,12888,416,1797,3995,6755,2050,1
72,37142,376,1482,17673,5317,5588,1
30,23291,235,21195,44702,22034,1575,0
67,22767,975,2594,6473,8732,3599,1
73,55723,288,1076,10548,18604,10664,1
31,31322,965,2120,59826,8405,4198,1
32,23551,743,0,0,9427,3980,1
40,37647,1139,127,2294,20537,4766,1
50,37046,254,4348,47209,7500,6240,0
26,37533,789,1511,7103,4484,5666,1
46,40866,350,0,0,15290,8794,0
28,14670,133,0,0,10324,2187,0
24,55908,266,3675,11086,2545,9386,0
67,30107,259,0,0,7230,5550,0
47,23996,966,0,0,3870,3118,0
24,37852,406,1677,5140,5640,6501,0
19,29486,43,2318,5475,10644,5027,1
63,26129,420,5349,13279,10575,3396,0
66,97312,198,2797,23469,2773,17584,1
18,14390,466,1282,11272,5937,2537,1
28,42003,102,2807,10861,8203,8207,1
35,39935,483,797,20111,7873,7020,1
51,29422,1140,2831,7277,2230,3751,1
22,30989,176,10039,27971,10695,4595,1
47,48765,11,0,0,9989,8780,1
55,24103,1085,0,0,8866,2651,0
23,37204,260,0,0,4327,5944,1
27,43625,381,219,4595,7339,6974,1
34,22269,208,1502,18528,12830,2148,0
36,54600,257,1982,5783,3321,10549,1
19,33558,318,3120,22532,6183,5300,0
66,37092,1286,662,12695,6444,4382,0
65,37975,597,4866,6612,11041,4881,0
19,28720,347,2786,10978,5678,3903,1
55,17692,88,6576,11777,3963,2215,1
37,30592,286,0,0,5377,5611,1
30,42174,152,0,0,6966,8309,0
45,35042,931,18691,31982,6777,3500,1
26,24792,273,0,0,7173,3304,1
44,44038,342,832,26569,7485,8126,1
58,37419,496,2514,16702,5674,6211,1
42,17151,275,0,0,10459,1131,0
73,29434,290,0,0,5841,5324,1
74,33963,473,1583,13692,4827,5603,0
60,29290,466,5524,19434,5103,3340,0
18,17591,152,6035,8857,1539,2144,1
60,64572,577,0,0,4919,11098,1
30,45695,56,8438,29612,7352,8103,1
29,50804,928,0,0,9842,8425,0
40,20245,80,2221,7288,8192,3569,1
39,27329,390,8118,21136,3863,3622,1
62,69542,1353,0,0,4508,11502,1
53,23363,163,468,12287,8808,3805,1
66,25379,302,0,0,3002,4430,0
27,51153,304,923,10667,11940,9275,1
56,35315,468,2220,22143,12927,5341,0
30,40779,141,11895,40466,2820,5597,1
73,21254,693,0,0,3060,2765,0
47,38176,448,3433,29694,2839,6171,1
30,41355,415,10275,21171,13765,5269,1
51,26949,684,837,10701,13184,4368,0
66,49009,551,6077,17049,7275,8141,1
21,27629,11,6687,43147,7744,4223,1
57,69037,269,881,6810,7635,12056,1
68,24406,457,6674,11922,3546,2149,1
44,40762,73,10944,24328,5158,6412,1
20,26277,158,1083,11876,6477,3523,1
64,21203,182,0,0,12285,3432,0
35,21467,182,7771,16317,4886,2721,0
53,49338,1190,1589,15548,5905,7984,1
59,48722,453,17326,30279,11416,4860,1
70,26297,976,6895,17406,7568,3521,1
69,18000,176,5154,8739,4309,1950,1
60,29727,249,2011,8574,8585,5529,0
61,30745,470,1036,4879,11369,4958,1
30,42935,121,5880,9423,8696,7572,1
63,28153,775,6757,8696,2556,5372,1
59,22527,146,4393,15499,7206,3910,1
68,63520,404,907,19089,3963,11324,1
47,20414,352,321,18352,8629,2979,1
44,53210,945,0,0,5173,10313,0
69,25325,1032,11830,23260,5397,2437,1
37,26232,152,4326,10765,6594,5736,1
25,21241,756,292,3835,10126,4192,1
36,50710,222,0,0,5272,10470,1
67,76378,422,2361,8237,5171,13013,1
49,21304,615,3423,26968,7440,2899,0
52,12787,635,3847,12337,7664,1172,0
24,86872,232,0,0,5204,16160,1
63,19979,295,2030,20890,10730,3324,0
25,34189,640,7761,35910,3888,5655,1
36,33419,133,991,4212,2704,5440,0
34,25419,288,0,0,11452,4078,1
45,40010,300,0,0,5892,7145,1
55,16126,239,7068,22574,11589,1574,1
47,17227,667,3419,8818,6053,3183,0
60,12000,470,3117,7428,7204,1732,0
19,29673,807,3226,14094,5473,3482,0
25,29919,219,0,0,8610,5876,1
21,33535,184,5629,14352,1912,5484,1
22,41497,240,1283,8698,10359,6595,1
59,49022,516,1868,14728,5352,9081,1
65,22593,613,10425,34404,6208,2117,0
35,27754,211,257,5923,6127,4238,0
57,46259,211,867,10260,2965,7667,1
35,45579,816,0,0,16182,7175,0
71,38240,955,5233,12950,5983,5457,1
69,33872,1552,1498,17625,4383,5665,0
38,27994,349,1747,16048,6075,5631,1
41,19994,218,3188,34173,3227,3283,1
52,47577,676,34463,53000,3315,3343,1
62,29175,675,12649,23276,10356,3182,1
72,77384,363,3521,10135,11128,12566,1
49,23027,431,10141,19987,5162,2458,0
52,21470,483,0,0,4695,2952,0
52,18124,478,3908,8878,4791,2303,0
63,28197,440,3350,12400,13367,4043,1
70,41298,647,441,7193,3738,7884,1
21,28989,605,3284,27486,11168,4522,0
37,36036,235,2511,6470,14104,5551,1
31,31228,762,6988,18025,5150,4874,0
42,30984,771,7028,17680,3473,3523,1
20,51870,121,6412,13044,6463,8062,1
33,41532,127,4521,26238,4324,6409,1
18,21189,446,299,12805,25404,3796,1
24,20407,321,495,5607,5103,3822,1
29,36241,90,0,0,2013,6397,1
42,58253,1118,13660,28394,9026,7519,0
43,23191,1131,3287,9680,25590,2462,1
67,23437,309,8639,32990,2486,3031,1
40,29885,389,2860,21255,7788,5658,1
46,42158,318,0,0,3650,7677,1
64,13440,231,903,7502,11420,2316,1
22,23178,478,6362,13164,4595,2070,0
33,56368,120,11905,38833,8825,7684,1
67,47968,500,7710,27919,23839,8350,0
25,41025,246,4435,9984,4484,6606,1
19,18745,512,11164,38714,4157,1093,1
61,51009,834,8302,13425,12146,7994,0
39,40361,65,622,23798,5812,6995,1
72,26784,1326,1904,15275,16905,3179,0
71,66501,876,16928,27178,3177,7967,1
33,29495,418,837,6908,24980,5228,1
20,34280,287,4443,9138,1830,4762,1
22,53894,272,1353,10064,13256,8760,1
28,33101,501,435,4662,5833,6477,1
57,15406,313,2663,16236,8022,1942,1
29,32813,309,796,2399,23029,4297,1
58,32911,751,198,6302,12775,6864,1
32,47105,783,7881,22427,9673,5699,0
60,19570,392,3627,9882,7989,1597,1
27,21695,1143,8564,12100,4328,1064,1
36,21800,144,2694,14214,8838,3350,1
29,33093,322,6889,16090,4704,4704,0
31,22439,869,5240,19678,12341,4003,0
38,23062,439,8007,21036,8318,1618,1
19,47195,419,8702,23155,7235,6009,0
